,公司名稱,產業類別,公司代號,員工福利平均數(仟元/人),員工薪資平均數(仟元/人),非擔任主管職務之全時員工薪資平均數(仟元/人),非擔任主管之全時員工薪資中位數(仟元/人),管理職女性主管占比,職業災害人數及比率-人數,職業災害人數及比率-比率,用水量(公噸),用水密集度-密集度(公噸/單位),公司年度召開法說會次數(次),使用率(再生能源/總能源),範疇一-排放量(噸CO2e),範疇二-排放量(噸CO2e),範疇三-排放量(噸CO2e),溫室氣體排放密集度-密集度(噸CO2e/單位),董事席次(含獨立董事)(席),獨立董事席次(席),女性董事席次及比率-席,女性董事席次及比率-比率,董事出席董事會出席率,董監事進修時數符合進修要點比率,有害廢棄物量-數據(公噸),非有害廢棄物量-數據(公噸),總重量(有害+非有害)-數據(公噸),廢棄物密集度-密集度(公噸/單位),E,S,G,ESG,ESG_ByPR
568,研華,電腦及週邊設備業,2395,65,65,67,15,55,0,53,15,45,99,41,9,19,23,37,45,11,11,27,0,5,29,17,17,0,1,1,1,1,31
569,友通,電腦及週邊設備業,2397,5,7,17,75,89,57,57,45,65,7,65,35,51,67,43,49,9,71,73,83,3,39,53,61,71,1,1,1,1,48
570,映泰,電腦及週邊設備業,2399,59,63,53,39,83,59,59,99,67,5,23,87,71,85,65,51,7,7,17,85,95,51,75,75,69,1,1,1,1,58
571,輔信,電腦及週邊設備業,2405,43,41,49,29,23,21,0,81,53,21,21,49,87,93,27,53,5,0,0,63,1,73,93,93,15,1,1,1,1,41
572,圓剛,電腦及週邊設備業,2417,21,21,47,23,63,63,63,75,97,47,19,95,85,65,67,39,3,75,77,57,1,67,67,73,85,1,1,1,1,56
573,承啟,電腦及週邊設備業,2425,39,27,0,73,93,83,83,25,35,23,43,37,27,7,87,95,0,77,69,0,89,69,65,77,25,1,1,1,1,50
574,麗臺,電腦及週邊設備業,2465,1,1,15,71,79,23,0,91,55,1,15,81,73,91,59,73,3,79,79,87,83,63,97,95,23,1,1,1,1,54
575,普安,電腦及週邊設備業,2495,7,9,25,57,17,97,97,59,61,1,3,33,53,89,33,85,89,81,81,89,1,43,61,67,53,1,1,1,1,52
576,歐格,電腦及週邊設備業,3002,17,23,29,35,95,95,95,93,49,1,5,85,99,87,61,0,91,0,7,41,81,47,41,89,65,1,1,1,1,53
577,神基,電腦及週邊設備業,3005,73,75,89,0,37,0,23,1,0,79,39,0,0,9,0,93,3,85,83,3,1,0,1,1,0,1,1,1,1,28
578,晟銘電,電腦及週邊設備業,3013,27,19,23,43,87,0,3,3,0,1,31,17,13,33,0,83,3,0,0,0,75,15,0,3,37,1,1,1,1,21
579,奇鋐,電腦及週邊設備業,3017,47,43,39,37,33,0,27,0,0,55,95,7,1,3,7,0,93,89,85,91,71,5,19,13,1,1,1,1,1,34
580,威強電,電腦及週邊設備業,3022,37,39,13,49,57,93,93,19,11,1,53,11,25,0,21,81,3,19,11,93,1,7,5,7,3,1,1,1,1,30
581,建碁,電腦及週邊設備業,3046,41,45,59,1,31,99,99,97,91,25,0,97,97,83,75,57,37,27,13,29,27,49,39,87,99,1,1,1,1,56
582,喬鼎,電腦及週邊設備業,3057,53,51,71,9,29,89,89,79,43,1,11,83,75,79,13,89,87,91,87,27,69,75,89,27,7,1,1,1,1,57
583,銘異,電腦及週邊設備業,3060,0,0,0,91,39,87,87,37,21,1,0,71,37,19,15,75,51,23,25,0,93,97,0,0,0,1,1,1,1,35
584,緯創,電腦及週邊設備業,3231,71,71,79,0,35,0,25,0,51,87,0,0,0,0,45,25,97,25,31,75,1,0,0,0,35,1,1,1,1,30
585,融程電,電腦及週邊設備業,3416,0,0,5,83,49,27,0,95,69,81,17,79,81,77,49,59,0,97,89,81,1,41,31,37,73,1,1,1,1,49
586,誠研,電腦及週邊設備業,3494,0,0,0,99,41,85,85,61,83,1,57,61,57,75,93,99,73,9,5,0,25,59,79,59,61,1,1,1,1,51
587,華擎,電腦及週邊設備業,3515,95,93,99,0,91,81,81,83,19,75,99,89,77,73,69,71,71,53,91,0,1,71,91,81,79,1,1,1,1,69
588,精聯,電腦及週邊設備業,3652,15,15,9,63,55,25,0,87,71,0,13,51,89,71,55,27,69,35,37,21,29,89,83,83,17,1,1,1,1,44
589,大眾控,電腦及週邊設備業,3701,97,95,31,61,13,65,65,11,41,63,89,25,21,27,35,69,65,95,93,95,51,13,13,25,39,1,1,1,1,52
590,神達,電腦及週邊設備業,3706,91,91,65,13,69,45,39,9,31,41,61,21,11,25,23,3,63,93,95,59,57,19,15,11,33,1,1,1,1,43
591,永崴投控,電腦及週邊設備業,3712,93,97,41,41,77,79,79,23,25,27,55,77,93,97,51,23,75,39,39,61,79,61,73,99,27,1,1,1,1,61
592,事欣科,電腦及週邊設備業,4916,79,79,0,79,99,77,77,0,73,31,0,0,0,37,57,67,61,0,0,47,61,0,0,0,43,1,1,1,1,39
593,和碩,電腦及週邊設備業,4938,67,59,75,17,19,7,33,0,57,89,29,0,0,31,39,0,57,41,43,35,65,0,0,0,31,1,1,1,1,32
594,科嘉-KY,電腦及週邊設備業,5215,31,25,43,53,81,3,13,0,29,33,51,0,0,39,9,17,55,87,67,19,63,0,0,0,9,1,1,1,1,29
595,虹堡,電腦及週邊設備業,5258,0,0,3,87,0,75,75,43,33,57,49,27,43,35,17,65,53,83,97,39,59,93,35,39,11,1,1,1,1,45
596,迎廣,電腦及週邊設備業,6117,0,0,0,95,61,11,0,41,9,37,63,19,39,81,3,63,39,0,0,77,99,57,77,47,5,1,1,1,1,37
597,上福,電腦及週邊設備業,6128,0,0,0,97,11,31,7,55,99,39,79,91,65,69,99,11,0,0,0,17,31,83,27,33,97,1,1,1,1,42
598,凌華,電腦及週邊設備業,6166,49,49,55,19,45,43,41,65,79,51,77,41,45,95,91,31,49,0,0,23,53,33,87,79,95,1,1,1,1,52
599,飛捷,電腦及週邊設備業,6206,9,13,27,67,71,73,73,69,5,49,73,65,61,45,89,61,47,43,21,0,49,85,51,57,93,1,1,1,1,52
600,尼得科超眾,電腦及週邊設備業,6230,0,0,0,93,21,9,0,73,81,35,69,47,47,63,47,87,0,37,15,7,67,95,49,55,83,1,1,1,1,43
601,華孚,電腦及週邊設備業,6235,61,67,33,65,43,71,71,57,59,29,35,55,49,59,41,19,45,33,35,31,47,37,55,63,0,1,1,1,1,46
602,宏正,電腦及週邊設備業,6277,45,47,57,27,13,41,29,51,47,83,75,57,55,57,29,7,43,29,41,9,45,87,47,53,63,1,1,1,1,45
603,樺漢,電腦及週邊設備業,6414,63,61,61,7,13,69,69,89,0,77,7,93,91,53,0,77,41,45,19,79,43,35,81,45,0,1,1,1,1,49
604,研揚,電腦及週邊設備業,6579,19,31,35,47,7,29,1,85,0,59,9,67,95,49,0,0,59,55,75,25,41,31,63,71,0,1,1,1,1,38
605,動力-KY,電腦及週邊設備業,6591,25,33,51,33,0,67,67,39,0,53,33,73,41,21,0,79,77,61,71,69,39,21,37,43,0,1,1,1,1,41
606,緯穎,電腦及週邊設備業,6669,33,37,69,21,39,17,15,33,3,43,83,75,33,15,81,21,81,3,3,73,37,17,29,31,59,1,1,1,1,38
607,振樺電,電腦及週邊設備業,8114,0,0,0,89,97,39,9,63,0,71,71,45,69,47,0,13,67,5,1,55,35,79,95,91,75,1,1,1,1,45
608,達方,電腦及週邊設備業,8163,51,55,63,25,25,37,19,5,1,61,47,3,7,29,1,9,83,31,29,51,33,1,25,23,29,1,1,1,1,30
609,勤誠,電腦及週邊設備業,8210,81,81,81,31,15,91,91,29,95,85,0,43,29,0,95,97,85,0,0,65,1,25,11,15,91,1,1,1,1,49
610,偉聯,電腦及週邊設備業,9912,57,57,19,55,3,61,61,13,23,3,37,13,9,17,5,55,13,1,0,99,1,9,21,21,41,1,1,1,1,28
611,麗正,半導體業,2302,29,29,27,99,99,99,99,71,34,41,99,55,99,99,45,99,20,25,20,21,83,51,97,70,22,1,1,1,1,61
612,聯電,半導體業,2303,63,63,61,63,52,30,47,23,32,80,36,21,22,24,39,43,96,34,35,71,52,22,26,25,46,1,1,1,1,44
613,華泰,半導體業,2329,26,26,29,91,95,26,36,36,98,38,39,54,37,23,96,90,51,79,80,24,78,42,35,36,97,1,1,1,1,54
614,台積電,半導體業,2330,79,80,88,35,54,22,46,21,27,75,25,20,20,22,40,27,99,58,64,80,94,20,20,20,34,1,1,1,1,47
615,旺宏,半導體業,2337,64,64,74,49,84,51,49,31,36,78,64,23,29,28,37,20,80,31,47,42,51,26,32,30,41,1,1,1,1,46
616,光罩,半導體業,2338,59,59,56,68,69,45,27,70,62,37,63,77,58,67,66,92,23,57,43,82,81,65,72,64,82,1,1,1,1,62
617,台亞,半導體業,2340,47,48,48,72,93,44,38,37,26,65,42,46,47,61,34,82,50,72,77,32,50,39,39,45,42,1,1,1,1,51
618,茂矽,半導體業,2342,37,37,39,78,96,31,42,44,37,36,41,22,43,76,60,42,49,56,59,40,49,36,67,49,57,1,1,1,1,49
619,華邦電,半導體業,2344,76,77,84,33,51,61,54,29,87,60,62,28,28,27,89,26,82,28,41,85,48,28,33,32,65,1,1,1,1,53
620,順德,半導體業,2351,30,30,31,87,57,43,39,38,20,88,37,49,50,44,91,41,83,76,75,59,47,32,45,42,52,1,1,1,1,51
621,矽統,半導體業,2363,53,54,54,65,44,46,25,63,50,35,61,74,71,83,74,62,48,29,33,34,84,64,52,62,60,1,1,1,1,55
622,菱生,半導體業,2369,25,25,25,95,62,60,58,42,86,34,43,50,39,42,32,40,47,78,73,88,46,46,40,44,44,1,1,1,1,51
623,瑞昱,半導體業,2379,95,95,95,24,49,57,52,59,54,73,60,82,54,85,27,29,46,53,65,65,96,58,76,72,23,1,1,1,1,62
624,威盛,半導體業,2388,73,67,65,48,78,47,28,66,70,33,52,76,77,79,58,72,45,52,48,44,45,57,62,73,83,1,1,1,1,60
625,凌陽,半導體業,2401,56,56,59,57,79,65,64,61,30,56,58,91,68,84,25,71,86,81,71,75,44,68,60,61,37,1,1,1,1,63
626,南亞科,半導體業,2408,62,62,68,53,90,64,65,28,59,99,33,26,27,26,59,22,44,30,44,45,43,23,28,27,66,1,1,1,1,48
627,統懋,半導體業,2434,24,23,21,97,38,63,66,55,23,32,20,38,61,89,69,69,43,20,21,20,97,86,91,79,48,1,1,1,1,52
628,偉詮電,半導體業,2436,57,57,60,54,41,62,51,99,97,62,57,93,83,49,64,67,21,51,53,94,42,90,89,88,84,1,1,1,1,67
629,超豐,半導體業,2441,44,45,46,74,48,32,40,39,21,54,56,57,35,40,42,44,42,83,82,37,92,35,37,40,43,1,1,1,1,48
630,京元電子,半導體業,2449,31,31,38,82,88,25,34,27,22,93,55,35,25,38,21,38,41,86,98,96,91,34,36,35,20,1,1,1,1,49
631,創見,半導體業,2451,33,32,37,83,60,27,23,62,66,31,54,80,69,81,65,37,40,32,34,29,41,67,58,56,69,1,1,1,1,51
632,聯發科,半導體業,2454,98,97,99,22,40,59,63,49,43,77,53,43,40,70,41,61,39,88,97,70,40,37,48,58,68,1,1,1,1,60
633,義隆,半導體業,2458,70,71,77,37,68,58,62,64,45,82,48,68,74,78,92,36,94,89,96,99,39,69,59,67,55,1,1,1,1,68
634,強茂,半導體業,2481,38,38,35,86,94,25,21,52,40,89,32,53,53,65,47,70,37,90,95,26,79,47,63,52,56,1,1,1,1,55
635,晶豪科,半導體業,3006,94,94,97,20,39,56,60,65,78,53,49,71,73,94,75,60,52,91,94,66,38,80,87,77,85,1,1,1,1,70
636,聯陽,半導體業,3014,86,87,93,26,54,55,59,73,47,51,45,67,80,98,48,78,36,33,32,78,37,74,68,57,24,1,1,1,1,59
637,嘉晶,半導體業,3016,42,39,47,71,82,40,31,47,57,30,31,45,41,77,56,30,29,49,55,31,89,62,70,59,79,1,1,1,1,52
638,聯詠,半導體業,3034,97,98,98,21,47,54,57,57,79,79,51,62,57,88,76,63,35,48,54,64,36,54,73,63,86,1,1,1,1,64
639,智原,半導體業,3035,75,75,80,41,66,53,56,67,60,83,47,81,72,80,57,34,34,35,36,55,22,66,57,78,77,1,1,1,1,59
640,揚智,半導體業,3041,74,74,72,44,59,52,55,91,91,66,50,92,82,50,87,95,33,41,40,62,95,91,88,71,87,1,1,1,1,70
641,聯傑,半導體業,3094,52,51,51,64,62,66,53,81,49,29,46,84,94,64,51,91,31,47,45,91,23,72,54,85,62,1,1,1,1,60
642,景碩,半導體業,3189,32,33,32,89,68,23,29,26,68,98,35,31,32,32,81,33,30,46,56,57,24,25,31,29,73,1,1,1,1,45
643,虹冠電,半導體業,3257,65,65,57,60,59,68,61,92,28,28,65,94,96,47,26,83,22,36,28,90,25,89,90,87,40,1,1,1,1,60
644,京鼎,半導體業,3413,51,52,53,66,34,69,68,35,56,86,59,47,34,37,54,84,88,37,29,30,80,81,34,37,63,1,1,1,1,55
645,創意,半導體業,3443,87,86,83,34,34,98,69,68,88,97,67,73,67,91,62,32,97,97,86,35,26,87,66,89,92,1,1,1,1,72
646,聯鈞,半導體業,3450,28,24,28,90,86,34,26,60,39,27,84,72,60,82,28,86,28,44,49,68,27,88,74,68,25,1,1,1,1,53
647,晶相光,半導體業,3530,89,90,64,61,58,97,98,78,89,47,98,78,75,68,53,96,27,43,38,67,21,77,71,95,67,1,1,1,1,70
648,台勝科,半導體業,3532,48,50,55,59,42,96,97,30,84,48,97,42,31,29,83,28,26,60,63,87,28,75,29,33,64,1,1,1,1,55
649,敦泰,半導體業,3545,88,88,92,31,36,95,96,98,92,81,96,85,85,46,49,88,93,42,50,86,30,79,85,90,58,1,1,1,1,74
650,辛耘,半導體業,3583,43,43,41,75,73,41,30,53,24,67,34,56,63,71,20,45,25,40,37,76,54,55,47,55,21,1,1,1,1,48
651,通嘉,半導體業,3588,71,73,67,46,64,94,95,85,69,22,94,88,87,63,63,97,71,85,92,56,32,96,83,93,90,1,1,1,1,75
652,瑞鼎,半導體業,3592,99,99,78,42,46,93,94,83,85,26,93,36,64,58,44,77,24,98,85,84,33,84,80,82,36,1,1,1,1,69
653,世芯-KY,半導體業,3661,84,79,40,81,61,92,93,24,80,87,24,27,23,21,84,76,32,96,88,79,34,24,25,26,35,1,1,1,1,57
654,達能,半導體業,3686,49,49,36,84,70,91,92,93,99,25,92,99,95,48,98,98,38,63,39,77,35,99,99,92,94,1,1,1,1,74
655,日月光投控,半導體業,3711,93,92,45,77,97,90,91,22,72,91,23,25,21,20,80,21,53,67,69,54,53,21,24,24,33,1,1,1,1,54
656,新唐,半導體業,4919,60,60,66,55,54,36,50,48,42,74,91,29,46,72,94,31,89,68,62,33,29,33,64,46,53,1,1,1,1,55
657,凌通,半導體業,4952,80,81,86,28,63,89,90,80,67,24,90,79,88,86,68,80,55,66,46,89,55,73,53,83,75,1,1,1,1,71
658,天鈺,半導體業,4961,83,83,85,36,77,88,89,82,82,95,89,96,89,66,85,65,73,38,30,49,66,98,75,69,76,1,1,1,1,75
659,十銓,半導體業,4967,27,28,26,94,50,87,88,58,44,23,88,75,70,33,55,66,74,39,31,97,72,48,86,65,51,1,1,1,1,59
660,立積,半導體業,4968,55,55,62,58,37,86,87,95,53,71,87,66,91,51,78,68,81,64,52,92,88,82,78,76,95,1,1,1,1,72
661,全訊,半導體業,5222,36,35,34,79,34,85,86,72,52,58,86,86,78,95,52,24,84,65,67,74,75,60,82,75,61,1,1,1,1,65
662,祥碩,半導體業,5269,91,91,89,30,49,84,85,89,41,39,85,83,92,43,36,74,78,77,83,63,71,76,92,80,26,1,1,1,1,70
663,界霖,半導體業,5285,23,27,22,93,95,49,32,56,25,59,22,37,65,87,29,79,77,75,76,83,70,44,94,60,54,1,1,1,1,57
664,松翰,半導體業,5471,72,72,81,32,56,83,84,86,96,90,83,70,90,53,67,39,76,74,81,52,93,85,79,94,88,1,1,1,1,75
665,盛群,半導體業,6202,77,76,79,38,74,82,83,69,63,70,68,90,79,92,70,46,75,71,72,51,76,61,56,81,78,1,1,1,1,71
666,力成,半導體業,6239,40,42,42,76,85,29,44,32,38,69,82,30,26,30,38,23,92,69,68,50,90,29,30,31,47,1,1,1,1,49
667,迅杰,半導體業,6243,58,58,52,62,43,21,82,94,75,85,81,65,97,54,72,58,72,80,74,38,74,70,55,98,96,1,1,1,1,69
668,矽格,半導體業,6257,35,36,33,88,80,33,35,96,76,40,80,64,38,55,88,57,79,94,78,95,73,49,65,54,38,1,1,1,1,62
669,同欣電,半導體業,6271,39,40,43,85,81,24,22,41,29,84,38,33,42,34,43,59,70,24,26,61,87,53,41,41,45,1,1,1,1,47
670,矽力*-KY,半導體業,6415,68,70,69,50,53,81,81,74,35,96,79,98,66,93,30,87,69,99,79,27,56,95,50,50,32,1,1,1,1,67
671,訊芯-KY,半導體業,6451,69,68,70,51,75,80,80,46,58,44,27,61,49,73,22,85,68,84,89,28,85,50,81,66,27,1,1,1,1,61
672,穎崴,半導體業,6515,41,41,44,73,74,79,79,79,46,57,78,39,62,35,33,54,91,87,99,58,68,63,44,48,29,1,1,1,1,60
673,捷敏-KY,半導體業,6525,92,93,94,25,98,42,41,54,90,42,77,97,45,96,90,53,90,23,25,47,67,38,21,21,59,1,1,1,1,61
674,愛普*,半導體業,6531,90,89,90,29,89,78,78,50,65,68,29,40,52,75,23,93,67,45,42,46,82,40,22,23,31,1,1,1,1,57
675,晶心科,半導體業,6533,45,44,73,45,57,77,77,90,81,52,76,60,44,56,79,75,66,95,91,98,69,56,49,99,91,1,1,1,1,70
676,易華電,半導體業,6552,20,20,20,98,76,76,76,45,94,46,28,59,56,97,99,64,65,93,84,69,65,30,69,39,98,1,1,1,1,63
677,虹揚-KY,半導體業,6573,67,69,71,52,59,75,75,84,77,63,21,32,59,62,71,52,87,21,23,39,64,71,61,53,39,1,1,1,1,58
678,力智,半導體業,6719,78,78,75,43,35,74,74,77,71,49,75,95,84,60,77,51,64,92,87,72,63,93,96,86,81,1,1,1,1,73
679,威鋒電子,半導體業,6756,81,82,87,40,67,73,73,88,55,50,74,63,86,52,50,50,63,50,57,93,62,83,95,96,72,1,1,1,1,70
680,力積電,半導體業,6770,61,61,63,56,55,38,48,25,31,94,73,24,24,36,95,49,95,73,90,73,61,27,27,28,70,1,1,1,1,55
681,采鈺,半導體業,6789,54,53,58,67,70,72,72,20,51,21,26,34,48,41,93,94,62,22,22,53,98,31,42,38,49,1,1,1,1,52
682,來頡,半導體業,6799,82,84,82,39,65,71,71,97,83,20,72,69,98,57,86,73,61,82,93,48,86,78,84,97,28,1,1,1,1,72
683,矽創,半導體業,8016,96,96,96,23,83,50,33,51,64,92,30,41,51,74,24,48,85,54,60,81,60,41,23,22,30,1,1,1,1,56
684,昇陽半導體,半導體業,8028,34,34,30,80,92,28,24,43,61,64,40,44,55,45,82,56,60,55,58,36,59,43,38,43,74,1,1,1,1,51
685,致新,半導體業,8081,85,85,91,27,72,70,70,75,73,72,71,89,81,90,73,81,59,26,24,25,99,92,93,84,80,1,1,1,1,71
686,華東,半導體業,8110,22,22,24,96,91,37,37,40,95,45,44,48,36,31,97,55,58,70,70,22,77,94,43,47,93,1,1,1,1,56
687,福懋科,半導體業,8131,21,21,23,92,45,48,45,33,74,61,70,51,33,25,31,25,57,59,66,23,58,45,51,51,89,1,1,1,1,48
688,南茂,半導體業,8150,46,46,49,69,71,35,43,34,33,76,69,52,30,39,35,47,98,27,27,41,57,52,46,34,50,1,1,1,1,48
689,富鼎,半導體業,8261,66,66,76,47,59,39,20,87,48,43,95,87,93,59,46,89,56,62,51,60,31,97,98,91,71,1,1,1,1,65
690,宇瞻,半導體業,8271,50,47,50,70,87,67,67,76,93,55,66,58,76,69,61,35,54,61,61,43,20,59,77,74,99,1,1,1,1,63
691,金寶,其他電子業,2312,87,87,77,47,79,55,49,29,27,53,99,55,55,69,35,21,93,65,75,27,51,99,49,51,39,1,1,1,1,59
692,鴻海,其他電子業,2317,97,97,97,23,69,23,53,21,35,89,33,21,21,21,43,27,65,53,69,25,85,21,21,21,27,1,1,1,1,46
693,鴻準,其他電子業,2354,99,99,99,21,27,69,67,95,99,23,63,33,23,67,99,99,57,81,79,23,93,23,29,25,99,1,1,1,1,64
694,所羅門,其他電子業,2359,53,49,63,57,71,41,33,67,41,25,53,49,65,61,59,63,21,55,61,77,25,57,85,61,31,1,1,1,1,53
695,致茂,其他電子業,2360,71,73,83,41,49,27,29,37,91,95,49,23,37,51,95,59,55,83,77,79,27,33,35,35,53,1,1,1,1,55
696,震旦行,其他電子業,2373,35,25,41,79,51,65,63,45,83,75,65,43,61,89,93,55,53,37,39,81,29,85,59,65,97,1,1,1,1,61
697,云辰,其他電子業,2390,91,91,75,33,37,63,57,35,29,27,55,29,63,57,47,57,51,27,25,71,31,37,37,59,49,1,1,1,1,49
698,漢唐,其他電子業,2404,85,85,93,25,43,37,43,33,31,29,57,31,43,59,49,39,49,39,47,73,81,39,39,41,47,1,1,1,1,49
699,固緯,其他電子業,2423,61,61,69,53,33,57,59,65,45,77,67,41,73,35,53,35,47,59,67,59,79,71,95,97,37,1,1,1,1,60
700,互盛電,其他電子業,2433,33,31,37,77,35,59,61,71,85,79,69,57,99,85,91,61,45,61,57,63,33,91,99,99,93,1,1,1,1,67
701,敦吉,其他電子業,2459,77,79,73,43,27,61,65,79,53,31,71,93,91,27,85,33,43,93,83,61,89,59,83,89,67,1,1,1,1,66
702,光群雷,其他電子業,2461,45,45,47,71,83,43,25,69,37,33,73,97,59,81,37,65,59,31,27,97,35,73,97,49,29,1,1,1,1,56
703,盟立,其他電子業,2464,73,71,85,45,41,67,69,41,47,35,51,27,47,55,57,97,29,41,31,43,37,35,45,43,35,1,1,1,1,50
704,可成,其他電子業,2474,23,23,33,89,75,27,37,23,79,99,77,25,25,75,89,67,41,99,87,51,87,25,23,23,87,1,1,1,1,56
705,美隆電,其他電子業,2477,41,41,49,73,61,51,41,81,57,37,79,87,83,25,81,25,39,51,73,53,91,49,73,79,65,1,1,1,1,59
706,連宇,其他電子業,2482,39,39,43,85,77,47,31,75,55,39,81,91,81,31,83,71,37,89,99,55,97,97,93,95,71,1,1,1,1,68
707,漢平,其他電子業,2488,31,33,45,75,99,73,73,73,49,41,83,95,95,79,75,23,35,85,91,87,39,51,77,83,73,1,1,1,1,67
708,隆銘綠能,其他電子業,3018,37,37,31,87,93,75,75,59,51,43,43,83,75,63,51,53,31,43,43,33,83,53,75,81,69,1,1,1,1,59
709,德律,其他電子業,3030,79,77,87,31,39,33,35,63,81,83,87,51,71,41,55,29,61,71,71,89,41,87,53,55,89,1,1,1,1,62
710,科風,其他電子業,3043,25,27,21,99,55,99,99,25,59,45,41,35,29,65,79,95,77,45,37,21,77,29,25,27,75,1,1,1,1,52
711,昇貿,其他電子業,3305,43,43,27,93,73,79,79,53,89,51,37,73,69,83,71,75,63,67,59,49,45,43,71,77,55,1,1,1,1,63
712,柏騰,其他電子業,3518,83,83,61,55,67,53,21,31,39,47,35,39,31,53,39,31,89,77,95,47,47,31,31,31,33,1,1,1,1,50
713,碩天,其他電子業,3617,65,65,71,51,89,81,81,57,63,49,45,45,97,73,87,77,87,75,55,95,49,55,57,63,85,1,1,1,1,69
714,貿聯-KY,其他電子業,3665,47,51,35,83,91,25,51,27,33,97,31,37,27,71,41,93,23,73,49,65,23,27,27,29,41,1,1,1,1,48
715,東科-KY,其他電子業,5225,51,47,53,67,59,83,83,49,23,69,29,79,45,47,27,79,99,79,97,83,53,47,43,45,23,1,1,1,1,58
716,亞翔,其他電子業,6139,29,29,25,95,45,45,39,93,65,55,75,69,87,29,63,49,85,63,63,35,99,69,81,93,45,1,1,1,1,61
717,巨路,其他電子業,6192,81,81,81,39,57,49,47,91,73,87,27,81,49,45,29,81,27,49,51,41,95,95,67,73,79,1,1,1,1,63
718,帆宣,其他電子業,6196,89,89,95,27,53,85,85,39,21,85,25,67,39,87,25,45,83,35,45,85,75,65,89,39,21,1,1,1,1,60
719,亞弘電,其他電子業,6201,27,35,29,91,31,35,55,61,43,63,59,47,67,33,45,83,81,69,53,93,73,67,69,75,51,1,1,1,1,57
720,和椿,其他電子業,6215,67,67,79,37,29,87,87,97,61,65,97,99,93,91,73,85,91,97,89,45,71,93,87,87,63,1,1,1,1,77
721,淳安,其他電子業,6283,63,63,65,59,97,89,89,87,75,67,95,77,79,49,31,41,79,23,21,37,69,89,61,71,77,1,1,1,1,66
722,旭隼,其他電子業,6409,93,93,91,29,87,31,45,99,77,93,21,59,33,23,21,47,95,33,33,29,55,41,33,33,91,1,1,1,1,55
723,迅得,其他電子業,6438,69,69,67,49,35,91,91,77,97,81,93,89,89,37,65,87,75,95,81,91,67,75,51,53,95,1,1,1,1,75
724,興能高,其他電子業,6558,75,75,55,63,95,93,93,85,69,71,91,75,77,43,33,51,25,29,35,39,65,83,65,69,81,1,1,1,1,65
725,洋基工程,其他電子業,6691,95,95,89,35,47,29,23,51,25,73,23,65,35,39,23,89,73,87,85,31,63,45,41,37,25,1,1,1,1,53
726,旭暉應材,其他電子業,6698,21,21,23,97,85,95,95,43,87,61,85,53,51,99,67,43,97,21,23,57,61,81,91,91,61,1,1,1,1,64
727,安普新,其他電子業,6743,59,59,59,65,65,39,27,83,71,59,61,71,57,93,77,37,71,57,65,67,59,79,63,67,83,1,1,1,1,64
728,尖點,其他電子業,8021,49,57,39,81,63,97,97,55,93,91,39,63,41,95,97,91,69,47,41,69,57,77,47,47,59,1,1,1,1,66
729,無敵,其他電子業,8201,57,53,57,61,81,77,77,89,67,57,89,85,85,77,61,73,67,91,93,75,43,61,79,85,43,1,1,1,1,71
730,鼎炫-KY,其他電子業,8499,55,55,51,69,93,71,71,47,95,21,47,61,53,97,69,69,33,25,29,99,21,63,55,57,57,1,1,1,1,59
731,台揚,通信網路業,2314,37,37,43,75,43,99,99,93,75,49,99,99,41,77,27,83,81,55,37,65,49,51,65,67,45,1,1,1,1,64
732,東訊,通信網路業,2321,39,39,41,71,35,61,61,67,21,43,65,75,65,63,49,51,23,27,27,47,75,67,91,91,25,1,1,1,1,53
733,友訊,通信網路業,2332,75,79,89,27,97,39,27,75,39,71,63,57,63,75,43,43,45,83,83,31,21,95,87,87,71,1,1,1,1,63
734,智邦,通信網路業,2345,67,71,83,61,73,29,35,37,71,23,47,39,37,41,69,57,95,33,53,29,23,55,29,27,69,1,1,1,1,50
735,中華電,通信網路業,2412,97,47,97,19,57,17,37,17,45,89,19,17,17,17,33,21,93,31,77,69,25,37,27,19,57,1,1,1,1,43
736,仲琦,通信網路業,2419,89,91,77,35,67,59,59,43,19,25,43,79,77,71,51,31,43,23,29,81,27,27,47,37,31,1,1,1,1,50
737,隴華,通信網路業,2424,41,43,23,89,67,57,55,77,29,27,59,81,49,55,31,37,91,35,65,45,95,57,79,73,29,1,1,1,1,56
738,美律,通信網路業,2439,77,63,53,65,89,55,53,21,35,91,17,45,31,53,65,39,41,37,67,97,29,45,39,31,73,1,1,1,1,52
739,兆勁,通信網路業,2444,17,17,17,97,27,53,57,59,81,17,53,31,71,67,41,97,39,29,19,61,31,63,95,89,75,1,1,1,1,52
740,神腦,通信網路業,2450,27,25,27,83,77,43,45,95,79,77,55,55,89,69,55,29,37,89,87,87,91,71,81,77,51,1,1,1,1,64
741,全新,通信網路業,2455,95,97,95,43,47,35,25,35,17,97,37,51,33,57,17,23,35,41,69,55,83,25,69,43,17,1,1,1,1,50
742,兆赫,通信網路業,2485,21,21,21,95,63,21,21,45,91,29,61,25,73,33,93,19,47,93,89,17,97,17,17,17,93,1,1,1,1,49
743,宏達電,通信網路業,2498,73,75,91,23,71,41,43,33,73,19,31,59,39,47,57,61,33,43,45,43,85,49,45,39,21,1,1,1,1,50
744,星通,通信網路業,3025,65,65,75,45,97,63,63,31,69,31,27,27,23,23,77,99,17,45,31,93,99,77,35,29,85,1,1,1,1,56
