,公司名稱,產業類別,公司代號,員工福利平均數(仟元/人),員工薪資平均數(仟元/人),非擔任主管職務之全時員工薪資平均數(仟元/人),非擔任主管之全時員工薪資中位數(仟元/人),管理職女性主管占比,職業災害人數及比率-人數,職業災害人數及比率-比率,用水量(公噸),用水密集度-密集度(公噸/單位),公司年度召開法說會次數(次),使用率(再生能源/總能源),範疇一-排放量(噸CO2e),範疇二-排放量(噸CO2e),範疇三-排放量(噸CO2e),溫室氣體排放密集度-密集度(噸CO2e/單位),董事席次(含獨立董事)(席),獨立董事席次(席),女性董事席次及比率-席,女性董事席次及比率-比率,董事出席董事會出席率,董監事進修時數符合進修要點比率,有害廢棄物量-數據(公噸),非有害廢棄物量-數據(公噸),總重量(有害+非有害)-數據(公噸),廢棄物密集度-密集度(公噸/單位),E,S,G,ESG,ESG_ByPR
392,宏泰,電器電纜,1612,85.0,85.0,85.0,22.0,57.0,64,57.0,50.0,43.0,43,99.0,64.0,71.0,64.0,64.0,64,50,57,57.0,57.0,64.0,8.0,50.0,36.0,78.0,1,1,1,1,59
393,三洋電,電器電纜,1614,1.0,1.0,15.0,85.0,15.0,22,36.0,57.0,57.0,36,57.0,36.0,92.0,99.0,71.0,1,43,8,8.0,50.0,92.0,29.0,29.0,92.0,92.0,1,1,1,1,45
394,大山,電器電纜,1615,50.0,50.0,29.0,71.0,85.0,50,29.0,15.0,29.0,29,50.0,57.0,57.0,57.0,57.0,57,85,1,1.0,1.0,78.0,99.0,78.0,78.0,85.0,1,1,1,1,51
395,億泰,電器電纜,1616,22.0,29.0,22.0,78.0,36.0,57,50.0,85.0,99.0,22,43.0,29.0,22.0,50.0,99.0,85,1,50,50.0,85.0,99.0,92.0,64.0,64.0,99.0,1,1,1,1,57
396,榮星,電器電纜,1617,36.0,43.0,50.0,57.0,29.0,78,78.0,22.0,15.0,15,36.0,71.0,36.0,43.0,8.0,50,36,43,71.0,22.0,85.0,50.0,57.0,50.0,8.0,1,1,1,1,44
397,合機,電器電纜,1618,57.0,57.0,57.0,50.0,78.0,15,1.0,71.0,78.0,8,29.0,15.0,15.0,36.0,36.0,36,29,15,15.0,78.0,22.0,85.0,8.0,22.0,36.0,1,1,1,1,38
398,艾美特-KY,電器電纜,1626,64.0,64.0,64.0,36.0,92.0,36,64.0,8.0,1.0,78,22.0,85.0,43.0,29.0,1.0,29,22,85,85.0,15.0,15.0,22.0,99.0,71.0,1.0,1,1,1,1,45
399,燦星網,電器電纜,4930,71.0,71.0,92.0,29.0,8.0,71,71.0,64.0,71.0,71,15.0,43.0,50.0,22.0,43.0,92,15,36,29.0,71.0,8.0,43.0,22.0,29.0,43.0,1,1,1,1,47
400,禾聯碩,電器電纜,5283,43.0,36.0,36.0,64.0,43.0,8,8.0,78.0,85.0,1,8.0,22.0,78.0,15.0,78.0,22,8,78,78.0,64.0,1.0,78.0,43.0,43.0,57.0,1,1,1,1,43
401,葡萄王,生技醫療業,1707,55.0,63.0,75.0,37.0,91.0,43,47.0,23.0,43.0,93,95.0,45.0,35.0,21.0,69.0,25,97,21,25.0,81.0,87.0,55.0,21.0,21.0,37.0,1,1,1,1,52
402,生達,生技醫療業,1720,35.0,35.0,69.0,55.0,93.0,31,37.0,37.0,37.0,67,69.0,55.0,57.0,97.0,65.0,73,57,45,39.0,47.0,51.0,29.0,51.0,35.0,21.0,1,1,1,1,51
403,美吾華,生技醫療業,1731,37.0,37.0,37.0,79.0,87.0,51,39.0,55.0,47.0,43,51.0,81.0,91.0,43.0,77.0,23,53,25,35.0,43.0,95.0,97.0,91.0,89.0,55.0,1,1,1,1,58
404,五鼎,生技醫療業,1733,25.0,25.0,33.0,87.0,83.0,29,35.0,53.0,85.0,69,65.0,95.0,43.0,41.0,95.0,97,85,63,55.0,69.0,49.0,67.0,43.0,49.0,95.0,1,1,1,1,61
405,杏輝,生技醫療業,1734,27.0,29.0,27.0,91.0,81.0,45,51.0,27.0,77.0,55,79.0,59.0,53.0,59.0,97.0,29,51,57,83.0,31.0,47.0,49.0,49.0,51.0,93.0,1,1,1,1,56
406,南光,生技醫療業,1752,23.0,23.0,21.0,99.0,45.0,27,25.0,41.0,21.0,47,77.0,53.0,51.0,51.0,21.0,71,49,73,63.0,93.0,45.0,51.0,45.0,47.0,23.0,1,1,1,1,47
407,寶齡富錦,生技醫療業,1760,59.0,55.0,71.0,69.0,95.0,39,45.0,57.0,45.0,75,33.0,67.0,71.0,69.0,73.0,57,47,77,79.0,79.0,43.0,71.0,55.0,41.0,45.0,1,1,1,1,61
408,中化生,生技醫療業,1762,71.0,69.0,87.0,27.0,41.0,61,65.0,45.0,67.0,77,23.0,49.0,47.0,35.0,83.0,69,45,43,41.0,77.0,41.0,23.0,35.0,29.0,73.0,1,1,1,1,53
409,和康生,生技醫療業,1783,49.0,49.0,39.0,89.0,89.0,63,59.0,71.0,91.0,85,35.0,91.0,77.0,99.0,43.0,39,43,39,29.0,29.0,37.0,75.0,85.0,75.0,59.0,1,1,1,1,62
410,科妍,生技醫療業,1786,45.0,45.0,35.0,77.0,47.0,65,61.0,61.0,25.0,53,37.0,77.0,67.0,81.0,39.0,45,41,81,67.0,57.0,89.0,83.0,75.0,81.0,27.0,1,1,1,1,58
411,神隆,生技醫療業,1789,47.0,47.0,65.0,47.0,67.0,25,21.0,35.0,39.0,87,93.0,51.0,37.0,65.0,59.0,21,55,33,49.0,61.0,23.0,21.0,37.0,27.0,33.0,1,1,1,1,46
412,美時,生技醫療業,1795,79.0,79.0,93.0,39.0,65.0,55,57.0,51.0,55.0,97,39.0,37.0,49.0,47.0,75.0,31,39,35,45.0,23.0,35.0,37.0,47.0,43.0,41.0,1,1,1,1,52
413,景岳,生技醫療業,3164,29.0,27.0,25.0,95.0,99.0,67,67.0,65.0,23.0,59,21.0,73.0,79.0,89.0,25.0,55,35,87,85.0,37.0,97.0,69.0,81.0,65.0,25.0,1,1,1,1,59
414,永信,生技醫療業,3705,99.0,95.0,55.0,61.0,61.0,69,69.0,75.0,65.0,57,27.0,63.0,97.0,53.0,85.0,63,33,75,71.0,83.0,33.0,79.0,83.0,73.0,89.0,1,1,1,1,69
415,佳醫,生技醫療業,4104,69.0,71.0,83.0,35.0,73.0,59,63.0,95.0,97.0,63,41.0,93.0,99.0,79.0,99.0,41,31,89,87.0,75.0,31.0,89.0,87.0,87.0,97.0,1,1,1,1,73
416,雃博,生技醫療業,4106,33.0,31.0,61.0,63.0,43.0,35,23.0,85.0,95.0,61,43.0,27.0,93.0,85.0,87.0,43,99,71,75.0,53.0,29.0,91.0,59.0,63.0,57.0,1,1,1,1,60
417,懷特,生技醫療業,4108,65.0,65.0,47.0,81.0,79.0,73,73.0,67.0,29.0,25,45.0,83.0,87.0,87.0,45.0,27,29,47,57.0,35.0,93.0,93.0,97.0,95.0,31.0,1,1,1,1,62
418,旭富,生技醫療業,4119,67.0,67.0,73.0,43.0,39.0,57,49.0,39.0,69.0,73,73.0,57.0,65.0,37.0,91.0,77,27,83,65.0,67.0,27.0,31.0,25.0,23.0,75.0,1,1,1,1,56
419,亞諾法,生技醫療業,4133,39.0,39.0,29.0,85.0,75.0,75,75.0,87.0,63.0,41,47.0,69.0,89.0,75.0,89.0,79,25,51,43.0,21.0,25.0,95.0,71.0,97.0,67.0,1,1,1,1,62
420,麗豐-KY,生技醫療業,4137,87.0,87.0,59.0,57.0,55.0,99,99.0,73.0,93.0,91,53.0,85.0,85.0,95.0,35.0,95,37,27,21.0,59.0,55.0,77.0,73.0,71.0,61.0,1,1,1,1,69
421,國光生,生技醫療業,4142,31.0,33.0,31.0,75.0,51.0,37,41.0,33.0,33.0,89,75.0,41.0,45.0,63.0,55.0,35,59,49,53.0,33.0,99.0,25.0,41.0,37.0,39.0,1,1,1,1,48
422,全宇生技-KY,生技醫療業,4148,43.0,43.0,43.0,65.0,85.0,33,33.0,43.0,41.0,27,25.0,47.0,63.0,57.0,63.0,47,91,23,23.0,85.0,39.0,35.0,31.0,45.0,47.0,1,1,1,1,47
423,訊映,生技醫療業,4155,51.0,57.0,63.0,49.0,35.0,79,79.0,77.0,71.0,29,29.0,61.0,73.0,55.0,93.0,49,89,37,33.0,49.0,57.0,33.0,29.0,77.0,83.0,1,1,1,1,57
424,承業醫,生技醫療業,4164,91.0,91.0,89.0,33.0,31.0,41,27.0,89.0,61.0,65,31.0,71.0,95.0,77.0,81.0,83,63,91,93.0,63.0,85.0,87.0,93.0,93.0,85.0,1,1,1,1,72
425,佐登-KY,生技醫療業,4190,89.0,85.0,57.0,59.0,27.0,81,81.0,79.0,89.0,31,55.0,87.0,81.0,91.0,37.0,53,65,61,77.0,87.0,83.0,73.0,69.0,79.0,63.0,1,1,1,1,70
426,泰博,生技醫療業,4736,77.0,77.0,41.0,83.0,29.0,83,83.0,49.0,49.0,33,61.0,35.0,59.0,45.0,79.0,85,93,93,97.0,89.0,81.0,39.0,53.0,53.0,49.0,1,1,1,1,65
427,華廣,生技醫療業,4737,21.0,21.0,23.0,97.0,63.0,23,29.0,63.0,27.0,35,67.0,79.0,61.0,83.0,41.0,51,69,31,31.0,91.0,91.0,65.0,65.0,67.0,29.0,1,1,1,1,53
428,台耀,生技醫療業,4746,63.0,59.0,79.0,29.0,59.0,47,55.0,21.0,31.0,37,81.0,43.0,33.0,33.0,53.0,87,21,55,37.0,55.0,79.0,43.0,33.0,33.0,35.0,1,1,1,1,48
429,光麗-KY,生技醫療業,6431,93.0,93.0,85.0,53.0,69.0,85,85.0,59.0,57.0,39,85.0,39.0,55.0,49.0,51.0,37,71,67,81.0,95.0,77.0,53.0,79.0,69.0,53.0,1,1,1,1,67
430,藥華藥,生技醫療業,6446,97.0,99.0,95.0,25.0,77.0,53,53.0,99.0,59.0,95,57.0,65.0,75.0,71.0,49.0,33,73,41,51.0,65.0,59.0,59.0,89.0,85.0,43.0,1,1,1,1,67
431,保瑞,生技醫療業,6472,85.0,89.0,45.0,93.0,97.0,87,87.0,47.0,51.0,71,63.0,33.0,41.0,31.0,67.0,89,75,95,91.0,51.0,75.0,47.0,67.0,57.0,77.0,1,1,1,1,68
432,晶碩,生技醫療業,6491,41.0,41.0,67.0,51.0,47.0,21,31.0,25.0,99.0,99,83.0,75.0,31.0,23.0,57.0,59,61,59,69.0,41.0,73.0,41.0,23.0,25.0,99.0,1,1,1,1,54
433,泰福-KY,生技醫療業,6541,53.0,53.0,77.0,45.0,49.0,49,43.0,93.0,73.0,45,97.0,21.0,21.0,39.0,23.0,61,77,79,73.0,25.0,71.0,57.0,57.0,55.0,81.0,1,1,1,1,57
434,北極星藥業-KY,生技醫療業,6550,75.0,75.0,49.0,73.0,71.0,89,89.0,31.0,83.0,83,87.0,25.0,25.0,29.0,31.0,91,79,97,95.0,27.0,69.0,45.0,27.0,31.0,87.0,1,1,1,1,63
435,ABC-KY,生技醫療業,6598,73.0,73.0,51.0,71.0,57.0,91,91.0,81.0,79.0,79,89.0,23.0,23.0,27.0,29.0,93,81,69,61.0,39.0,67.0,61.0,61.0,59.0,71.0,1,1,1,1,64
436,華安,生技醫療業,6657,83.0,83.0,97.0,23.0,75.0,93,93.0,83.0,81.0,21,91.0,29.0,27.0,25.0,27.0,99,83,85,89.0,71.0,65.0,63.0,63.0,61.0,69.0,1,1,1,1,67
437,羅麗芬-KY,生技醫療業,6666,61.0,61.0,53.0,67.0,99.0,95,95.0,69.0,87.0,49,59.0,89.0,83.0,93.0,47.0,65,95,29,27.0,97.0,63.0,99.0,77.0,83.0,65.0,1,1,1,1,72
438,視陽,生技醫療業,6782,95.0,97.0,99.0,21.0,37.0,97,97.0,29.0,35.0,51,71.0,97.0,39.0,61.0,61.0,67,87,53,47.0,99.0,61.0,27.0,39.0,39.0,51.0,1,1,1,1,62
439,晉弘,生技醫療業,6796,57.0,51.0,81.0,41.0,53.0,77,77.0,91.0,53.0,81,49.0,31.0,29.0,73.0,33.0,81,67,65,59.0,45.0,53.0,85.0,99.0,99.0,91.0,1,1,1,1,65
440,睿生光電,生技醫療業,6861,81.0,81.0,91.0,31.0,33.0,71,71.0,97.0,75.0,23,99.0,99.0,69.0,67.0,71.0,75,23,99,99.0,73.0,21.0,81.0,95.0,91.0,79.0,1,1,1,1,72
441,東鹼,化學工業,1708,83.0,83.0,87.0,3.0,87.0,99,99.0,15.0,0.0,35,35.0,15.0,55.0,3.0,23.0,11,39,99,99.0,31.0,39.0,99.0,31.0,39.0,0.0,1,1,1,1,48
442,和益,化學工業,1709,99.0,99.0,99.0,0.0,43.0,67,63.0,51.0,19.0,23,7.0,3.0,31.0,31.0,11.0,3,87,3,51.0,0.0,95.0,63.0,79.0,75.0,59.0,1,1,1,1,46
443,東聯,化學工業,1710,63.0,47.0,71.0,7.0,0.0,63,67.0,0.0,0.0,87,91.0,23.0,0.0,11.0,0.0,11,3,27,59.0,23.0,0.0,67.0,43.0,47.0,35.0,1,1,1,1,34
444,永光,化學工業,1711,7.0,15.0,39.0,43.0,51.0,47,51.0,19.0,0.0,67,87.0,31.0,3.0,43.0,19.0,11,3,31,67.0,27.0,3.0,0.0,0.0,0.0,0.0,1,1,1,1,27
445,興農,化學工業,1712,19.0,19.0,35.0,67.0,55.0,43,43.0,11.0,3.0,83,83.0,35.0,19.0,39.0,47.0,19,3,35,23.0,83.0,7.0,71.0,7.0,11.0,19.0,1,1,1,1,35
446,國化,化學工業,1713,47.0,55.0,43.0,39.0,71.0,59,71.0,55.0,83.0,0,79.0,67.0,79.0,27.0,0.0,99,7,7,0.0,79.0,11.0,11.0,23.0,71.0,95.0,1,1,1,1,47
447,和桐,化學工業,1714,43.0,43.0,11.0,83.0,91.0,55,59.0,87.0,67.0,0,75.0,27.0,71.0,63.0,71.0,23,11,39,47.0,47.0,15.0,79.0,83.0,79.0,79.0,1,1,1,1,54
448,長興,化學工業,1717,55.0,59.0,63.0,27.0,47.0,19,47.0,3.0,71.0,79,23.0,0.0,0.0,0.0,79.0,7,95,43,71.0,59.0,19.0,0.0,0.0,0.0,27.0,1,1,1,1,36
449,中纖,化學工業,1718,0.0,0.0,3.0,91.0,67.0,23,31.0,0.0,27.0,3,31.0,0.0,35.0,0.0,43.0,27,15,79,87.0,0.0,79.0,83.0,0.0,0.0,0.0,1,1,1,1,29
450,三晃,化學工業,1721,11.0,11.0,19.0,47.0,83.0,11,19.0,43.0,23.0,7,11.0,39.0,23.0,35.0,51.0,79,19,15,7.0,7.0,23.0,31.0,11.0,15.0,31.0,1,1,1,1,27
451,台肥,化學工業,1722,91.0,87.0,91.0,0.0,35.0,27,35.0,0.0,15.0,11,0.0,0.0,7.0,0.0,67.0,31,23,47,27.0,67.0,27.0,19.0,39.0,35.0,23.0,1,1,1,1,32
452,中碳,化學工業,1723,95.0,95.0,95.0,0.0,19.0,79,75.0,39.0,7.0,71,55.0,19.0,0.0,79.0,7.0,35,27,23,31.0,11.0,31.0,47.0,75.0,67.0,51.0,1,1,1,1,45
453,元禎,化學工業,1725,15.0,7.0,7.0,79.0,39.0,75,83.0,95.0,75.0,15,51.0,87.0,95.0,55.0,87.0,71,31,55,19.0,15.0,91.0,39.0,67.0,95.0,83.0,1,1,1,1,57
454,永記,化學工業,1726,23.0,23.0,31.0,63.0,3.0,0,7.0,63.0,91.0,19,19.0,59.0,67.0,23.0,95.0,91,35,51,15.0,3.0,99.0,15.0,15.0,7.0,15.0,1,1,1,1,37
455,中華化,化學工業,1727,0.0,0.0,0.0,87.0,63.0,3,0.0,31.0,99.0,0,15.0,75.0,39.0,75.0,91.0,15,99,59,55.0,51.0,0.0,27.0,19.0,23.0,67.0,1,1,1,1,40
456,花仙子,化學工業,1730,75.0,71.0,59.0,55.0,99.0,87,91.0,91.0,47.0,27,39.0,91.0,87.0,47.0,15.0,95,83,0,0.0,95.0,43.0,59.0,87.0,83.0,39.0,1,1,1,1,63
457,毛寶,化學工業,1732,0.0,0.0,0.0,99.0,99.0,39,11.0,79.0,11.0,31,67.0,99.0,99.0,95.0,59.0,75,43,0,0.0,63.0,47.0,87.0,51.0,55.0,3.0,1,1,1,1,48
458,日勝化,化學工業,1735,27.0,27.0,23.0,75.0,0.0,35,23.0,71.0,59.0,59,3.0,63.0,63.0,71.0,75.0,43,47,83,75.0,55.0,87.0,51.0,55.0,59.0,43.0,1,1,1,1,51
459,勝一,化學工業,1773,71.0,75.0,83.0,11.0,11.0,15,27.0,35.0,63.0,39,63.0,11.0,47.0,51.0,83.0,47,51,11,11.0,0.0,51.0,91.0,35.0,43.0,75.0,1,1,1,1,44
460,展宇,化學工業,1776,3.0,3.0,0.0,95.0,75.0,31,3.0,99.0,55.0,43,99.0,79.0,91.0,91.0,31.0,51,55,63,39.0,71.0,55.0,35.0,59.0,51.0,7.0,1,1,1,1,51
461,德淵,化學工業,4720,35.0,31.0,15.0,71.0,79.0,51,39.0,83.0,51.0,63,71.0,83.0,83.0,59.0,63.0,11,91,67,63.0,19.0,59.0,43.0,95.0,87.0,47.0,1,1,1,1,58
462,國精化,化學工業,4722,31.0,39.0,51.0,31.0,15.0,91,79.0,47.0,39.0,47,43.0,43.0,59.0,99.0,0.0,55,59,71,43.0,75.0,83.0,23.0,3.0,3.0,63.0,1,1,1,1,48
463,康普,化學工業,4739,87.0,91.0,55.0,35.0,27.0,95,55.0,23.0,43.0,75,47.0,47.0,15.0,83.0,27.0,59,63,87,83.0,43.0,63.0,95.0,63.0,63.0,71.0,1,1,1,1,60
464,三福化,化學工業,4755,67.0,63.0,67.0,15.0,23.0,83,95.0,27.0,87.0,51,59.0,55.0,27.0,87.0,99.0,63,67,91,91.0,35.0,67.0,0.0,71.0,31.0,99.0,1,1,1,1,61
465,材料-KY,化學工業,4763,59.0,67.0,75.0,19.0,7.0,0,0.0,7.0,79.0,91,27.0,7.0,11.0,7.0,3.0,83,71,95,95.0,39.0,71.0,7.0,47.0,27.0,91.0,1,1,1,1,43
466,雙鍵,化學工業,4764,39.0,35.0,27.0,59.0,95.0,71,87.0,75.0,35.0,55,95.0,71.0,75.0,67.0,39.0,87,75,0,3.0,87.0,75.0,55.0,91.0,91.0,55.0,1,1,1,1,62
467,南寶,化學工業,4766,51.0,51.0,47.0,51.0,31.0,7,15.0,59.0,95.0,99,0.0,51.0,43.0,15.0,35.0,67,79,75,79.0,91.0,35.0,3.0,27.0,19.0,11.0,1,1,1,1,45
468,上品,化學工業,4770,79.0,79.0,79.0,23.0,59.0,0,0.0,67.0,31.0,95,0.0,95.0,51.0,19.0,55.0,39,3,19,35.0,99.0,0.0,75.0,99.0,99.0,87.0,1,1,1,1,51
469,台玻,玻璃陶瓷,1802,59.0,59.0,59.0,19.0,39.0,19,19.0,19.0,39.0,79,99.0,19.0,19.0,99.0,79.0,19,79,79,79.0,39.0,99.0,79.0,39.0,19.0,59.0,1,1,1,1,53
470,冠軍,玻璃陶瓷,1806,39.0,19.0,39.0,59.0,79.0,39,39.0,59.0,99.0,59,79.0,39.0,39.0,79.0,99.0,99,59,59,19.0,99.0,79.0,99.0,19.0,39.0,99.0,1,1,1,1,61
471,中釉,玻璃陶瓷,1809,79.0,79.0,79.0,99.0,59.0,79,59.0,79.0,79.0,39,59.0,79.0,79.0,59.0,59.0,39,39,39,59.0,79.0,59.0,19.0,99.0,79.0,19.0,1,1,1,1,64
472,和成,玻璃陶瓷,1810,19.0,39.0,19.0,79.0,19.0,59,79.0,39.0,19.0,19,39.0,59.0,59.0,39.0,39.0,79,19,99,99.0,19.0,39.0,39.0,79.0,59.0,39.0,1,1,1,1,48
473,凱撒衛,玻璃陶瓷,1817,99.0,99.0,99.0,39.0,99.0,99,99.0,99.0,59.0,99,19.0,99.0,99.0,19.0,19.0,59,99,19,39.0,59.0,19.0,59.0,59.0,99.0,79.0,1,1,1,1,69
474,士紙,造紙工業,1903,15.0,15.0,15.0,99.0,85.0,99,99.0,43.0,29.0,29,43.0,71.0,71.0,71.0,29.0,99,85,57,15.0,43.0,99.0,57.0,71.0,71.0,57.0,1,1,1,1,59
475,正隆,造紙工業,1904,71.0,71.0,99.0,29.0,15.0,43,43.0,99.0,99.0,57,57.0,29.0,29.0,15.0,99.0,43,71,85,85.0,57.0,85.0,99.0,29.0,29.0,85.0,1,1,1,1,61
476,華紙,造紙工業,1905,43.0,29.0,29.0,85.0,43.0,71,71.0,29.0,57.0,99,29.0,57.0,43.0,99.0,57.0,71,57,43,43.0,99.0,71.0,85.0,43.0,43.0,29.0,1,1,1,1,57
477,寶隆,造紙工業,1906,85.0,85.0,71.0,15.0,57.0,85,85.0,71.0,43.0,15,85.0,43.0,57.0,43.0,43.0,85,43,71,71.0,15.0,57.0,43.0,57.0,57.0,43.0,1,1,1,1,57
478,永豐餘,造紙工業,1907,99.0,99.0,57.0,71.0,71.0,15,29.0,15.0,85.0,85,15.0,15.0,15.0,85.0,85.0,29,99,29,57.0,71.0,43.0,15.0,15.0,15.0,71.0,1,1,1,1,51
479,榮成,造紙工業,1909,29.0,43.0,43.0,57.0,29.0,57,57.0,57.0,15.0,43,99.0,85.0,85.0,57.0,15.0,15,29,99,99.0,29.0,29.0,29.0,85.0,85.0,15.0,1,1,1,1,51
480,永豐實,造紙工業,6790,57.0,57.0,85.0,43.0,99.0,29,15.0,85.0,71.0,71,71.0,99.0,99.0,29.0,71.0,57,15,15,29.0,85.0,15.0,71.0,99.0,99.0,99.0,1,1,1,1,63
481,中鋼,鋼鐵工業,2002,99.0,96.0,93.0,9.0,21.0,75,81.0,9.0,42.0,99,99.0,9.0,9.0,12.0,36.0,15,93,75,66.0,48.0,45.0,60.0,9.0,9.0,57.0,1,1,1,1,51
482,東和鋼鐵,鋼鐵工業,2006,87.0,87.0,90.0,18.0,45.0,18,54.0,12.0,51.0,69,60.0,15.0,12.0,15.0,54.0,18,51,99,99.0,87.0,15.0,9.0,15.0,15.0,48.0,1,1,1,1,46
483,燁興,鋼鐵工業,2007,57.0,36.0,42.0,51.0,36.0,57,66.0,42.0,27.0,63,63.0,30.0,33.0,75.0,12.0,93,15,96,96.0,96.0,18.0,48.0,33.0,36.0,27.0,1,1,1,1,50
484,高興昌,鋼鐵工業,2008,30.0,30.0,24.0,84.0,51.0,72,63.0,72.0,60.0,12,18.0,60.0,78.0,93.0,75.0,39,18,33,54.0,36.0,81.0,66.0,66.0,81.0,87.0,1,1,1,1,55
485,第一銅,鋼鐵工業,2009,18.0,18.0,27.0,72.0,33.0,21,12.0,36.0,48.0,21,66.0,48.0,39.0,78.0,45.0,87,21,36,36.0,9.0,21.0,36.0,69.0,63.0,51.0,1,1,1,1,40
486,春源,鋼鐵工業,2010,42.0,45.0,57.0,57.0,42.0,9,21.0,60.0,75.0,45,21.0,42.0,60.0,45.0,84.0,21,24,39,72.0,51.0,93.0,87.0,27.0,27.0,75.0,1,1,1,1,49
487,春雨,鋼鐵工業,2012,39.0,48.0,63.0,54.0,66.0,39,39.0,33.0,78.0,81,69.0,36.0,36.0,33.0,90.0,24,27,21,30.0,84.0,24.0,21.0,42.0,30.0,93.0,1,1,1,1,48
488,中鋼構,鋼鐵工業,2013,96.0,93.0,96.0,15.0,24.0,87,84.0,69.0,63.0,72,24.0,63.0,69.0,90.0,78.0,27,30,42,69.0,30.0,27.0,81.0,48.0,54.0,72.0,1,1,1,1,60
489,中鴻,鋼鐵工業,2014,75.0,72.0,75.0,33.0,27.0,78,78.0,18.0,69.0,96,57.0,18.0,24.0,9.0,69.0,75,33,45,39.0,78.0,30.0,18.0,21.0,21.0,63.0,1,1,1,1,49
490,豐興,鋼鐵工業,2015,90.0,90.0,87.0,24.0,78.0,27,51.0,15.0,18.0,87,75.0,12.0,15.0,48.0,9.0,9,36,87,81.0,39.0,33.0,12.0,12.0,12.0,9.0,1,1,1,1,42
491,官田鋼,鋼鐵工業,2017,9.0,12.0,18.0,99.0,84.0,12,9.0,39.0,15.0,90,72.0,90.0,57.0,66.0,30.0,12,39,27,33.0,21.0,36.0,75.0,39.0,45.0,33.0,1,1,1,1,42
492,美亞,鋼鐵工業,2020,54.0,39.0,60.0,48.0,63.0,33,24.0,81.0,96.0,60,27.0,51.0,72.0,54.0,99.0,63,12,48,48.0,72.0,39.0,72.0,96.0,39.0,96.0,1,1,1,1,58
493,聚亨,鋼鐵工業,2022,36.0,42.0,36.0,69.0,54.0,90,87.0,66.0,66.0,78,30.0,69.0,51.0,87.0,63.0,99,42,51,27.0,24.0,42.0,27.0,51.0,48.0,60.0,1,1,1,1,56
494,燁輝,鋼鐵工業,2023,78.0,75.0,78.0,30.0,30.0,66,90.0,27.0,30.0,66,87.0,24.0,27.0,30.0,24.0,66,45,78,78.0,75.0,12.0,57.0,36.0,42.0,21.0,1,1,1,1,51
495,志聯,鋼鐵工業,2024,33.0,33.0,30.0,78.0,87.0,63,27.0,30.0,9.0,57,90.0,57.0,81.0,81.0,21.0,78,48,12,12.0,81.0,75.0,39.0,81.0,72.0,36.0,1,1,1,1,52
496,千興,鋼鐵工業,2025,15.0,15.0,15.0,87.0,78.0,99,99.0,78.0,81.0,9,36.0,54.0,75.0,96.0,87.0,96,9,9,9.0,99.0,99.0,42.0,72.0,57.0,99.0,1,1,1,1,61
497,大成鋼,鋼鐵工業,2027,93.0,99.0,99.0,12.0,72.0,81,75.0,54.0,93.0,15,93.0,78.0,54.0,69.0,60.0,30,90,18,24.0,15.0,69.0,78.0,60.0,75.0,78.0,1,1,1,1,63
498,威致,鋼鐵工業,2028,66.0,57.0,66.0,42.0,93.0,24,18.0,21.0,36.0,18,54.0,21.0,18.0,27.0,39.0,72,57,30,21.0,18.0,78.0,15.0,18.0,18.0,18.0,1,1,1,1,38
499,盛餘,鋼鐵工業,2029,84.0,84.0,84.0,21.0,39.0,84,69.0,24.0,72.0,93,12.0,33.0,30.0,21.0,81.0,33,60,81,84.0,42.0,90.0,63.0,45.0,51.0,12.0,1,1,1,1,56
500,彰源,鋼鐵工業,2030,48.0,60.0,45.0,66.0,15.0,42,48.0,48.0,57.0,24,78.0,39.0,48.0,72.0,72.0,36,96,60,51.0,45.0,57.0,51.0,57.0,87.0,90.0,1,1,1,1,56
501,新光鋼,鋼鐵工業,2031,69.0,69.0,69.0,39.0,90.0,51,30.0,99.0,99.0,27,51.0,66.0,87.0,18.0,57.0,45,63,84,87.0,90.0,60.0,84.0,78.0,90.0,81.0,1,1,1,1,67
502,新鋼,鋼鐵工業,2032,12.0,9.0,9.0,96.0,57.0,30,15.0,45.0,12.0,30,96.0,87.0,96.0,84.0,18.0,60,66,63,60.0,33.0,87.0,33.0,84.0,69.0,30.0,1,1,1,1,51
503,佳大,鋼鐵工業,2033,24.0,24.0,12.0,90.0,78.0,96,96.0,75.0,21.0,33,39.0,84.0,84.0,99.0,15.0,69,69,24,18.0,12.0,96.0,30.0,87.0,60.0,24.0,1,1,1,1,54
504,允強,鋼鐵工業,2034,60.0,63.0,51.0,63.0,60.0,36,57.0,51.0,54.0,36,84.0,72.0,42.0,63.0,66.0,57,99,66,63.0,93.0,48.0,45.0,54.0,66.0,84.0,1,1,1,1,61
505,海光,鋼鐵工業,2038,45.0,51.0,48.0,60.0,18.0,60,60.0,57.0,33.0,39,81.0,27.0,21.0,42.0,51.0,48,72,90,90.0,54.0,51.0,24.0,24.0,24.0,15.0,1,1,1,1,47
506,運錩,鋼鐵工業,2069,27.0,27.0,33.0,81.0,99.0,54,72.0,87.0,87.0,42,48.0,96.0,93.0,39.0,93.0,81,75,69,45.0,57.0,66.0,90.0,99.0,99.0,69.0,1,1,1,1,69
507,長榮鋼,鋼鐵工業,2211,81.0,81.0,81.0,27.0,69.0,45,42.0,63.0,39.0,75,45.0,45.0,63.0,36.0,48.0,84,78,15,15.0,66.0,63.0,93.0,30.0,33.0,39.0,1,1,1,1,54
