公司名稱,產業類別,資料範圍,用水密集度-單位,取得驗證,資料範圍.1,取得驗證.1,範疇一-資料邊界,範疇一-取得驗證,範疇二-資料邊界,範疇二-取得驗證,範疇三-資料邊界,範疇三-取得驗證,溫室氣體排放密集度-單位,有害廢棄物量-資料範圍,非有害廢棄物量-資料範圍,總重量(有害+非有害)-資料範圍,廢棄物密集度-單位,取得驗證.2,公司代號,員工福利平均數(仟元/人),員工薪資平均數(仟元/人),非擔任主管職務之全時員工薪資平均數(仟元/人),非擔任主管之全時員工薪資中位數(仟元/人),管理職女性主管占比,職業災害人數及比率-人數,職業災害人數及比率-比率,用水量(公噸),用水密集度-密集度(公噸/單位),公司年度召開法說會次數(次),使用率(再生能源/總能源),範疇一-排放量(噸CO2e),範疇二-排放量(噸CO2e),範疇三-排放量(噸CO2e),溫室氣體排放密集度-密集度(噸CO2e/單位),董事席次(含獨立董事)(席),獨立董事席次(席),女性董事席次及比率-席,女性董事席次及比率-比率,董事出席董事會出席率,董監事進修時數符合進修要點比率,有害廢棄物量-數據(公噸),非有害廢棄物量-數據(公噸),總重量(有害+非有害)-數據(公噸),廢棄物密集度-密集度(公噸/單位)
彰源,鋼鐵工業,一廠、二廠、三廠、大連廠、元山廠、元富廠、員製課、南營部、北營部,生產量,ISO 14001,,N,一廠、二廠、三廠、大連廠、元山廠、元富廠、員製課、南營部、北營部,N,一廠、二廠、三廠、大連廠、元山廠、元富廠、員製課、南營部、北營部,N,,N,生產量,一廠、二廠、三廠、大連廠、元山廠、元富廠、員製課、南營部、北營部,一廠、二廠、三廠、大連廠、元山廠、元富廠、員製課、南營部、北營部,一廠、二廠、三廠、大連廠、元山廠、元富廠、員製課、南營部、北營部,生產量,ISO 14001,2030.0,828.0,700.0,655.0,569.0,0.0,4.0,0.0064,121713.0,0.8443,1.0,0.0,6121.23,13090.2,4880.08,0.1332,9.0,4.0,1.0,0.1111,0.9683,1.0,175.15,743.88,330.61,0.0023
新光鋼,鋼鐵工業,母公司,百萬元營業額,N,,N,母公司,ISO 14064,母公司,ISO 14064,母公司,ISO 14064,百萬元營業額,事業廢棄物(含生活垃圾),事業廢棄物(含生活垃圾),事業廢棄物(含生活垃圾),百萬元營業額,N,2031.0,1004.0,822.0,785.0,711.0,0.3478,3.0,0.0109,22.0,0.0015,1.0,0.00315,2252.39,2684.12,756389.36,0.3429,9.0,3.0,0.0,0.0,1.0,1.0,0.0,179.1339,179.1339,0.0124
新鋼,鋼鐵工業,,,N,,N,僅母公司,N,僅母公司,N,僅母公司,N,,,,,,N,2032.0,630.0,494.0,514.0,497.0,0.1154,6.0,0.032,125757.15,113.83685,1.0,0.0,350.3393,499.1903,2027.75,5.5174,9.0,3.0,1.0,0.1111,0.9444,0.3333,886.475,166.89499999999998,1053.37,1.1208
佳大,鋼鐵工業,母公司,百萬元營業額,N,,N,母公司,N,母公司,N,母公司,N,百萬元營業額,母公司,母公司,母公司,百萬元營業額,N,2033.0,707.0,569.0,517.0,505.0,0.25,0.0,0.0,33132.3,40.8637,1.0,0.0042,878.8616,3610.39,218.1473,5.5368,7.0,3.0,2.0,0.2857,0.8286,0.1428,1003.95,158.79,1162.74,1.4341
允強,鋼鐵工業,僅母公司,產品,N,2022年四廠總用電量合計為 35292仟度，斗一廠和斗二廠太陽能發電量為 4728仟度全數出售，預計將於2025年轉為自發自用。,ISO 50001,僅母公司，天然氣、汽柴油、焊接、冷媒逸散及其他生產中直接排放,ISO 14064,僅母公司，外購電力。,ISO 14064,僅母公司，過程(外購電力、自來水、藥劑使用)、運輸、廢水排放、廢棄物處理及其他間接排放。,ISO 14064,產品,僅母公司所有廠區,僅母公司所有廠區,僅母公司所有廠區,產品,ISO 14001,2034.0,876.0,717.0,685.0,591.0,0.17,5.0,0.0062,120492.0,0.99,1.0,0.0,1603.02,17965.28,7732.41,0.16,9.0,4.0,1.0,0.111,1.0,1.0,350.3,772.23,1122.53,0.0092
海光,鋼鐵工業,工業水使用,百萬元營業額,N,,N,僅母公司,環保署溫室氣體排放量盤查作業指引,僅母公司,環保署溫室氣體排放量盤查作業指引,,N,產品,"有害：集塵灰產出_x000D_
非有害：氧化碴、還原碴產出","有害：集塵灰產出_x000D_
非有害：氧化碴、還原碴產出","有害：集塵灰產出_x000D_
非有害：氧化碴、還原碴產出",百萬元營業額,N,2038.0,798.0,686.0,659.0,593.0,0.0111,2.0,0.0048,97145.0,8.8,1.0,0.0,57532.33,143381.72,117527.56,0.6021,9.0,3.0,0.0,0.0,0.9722,1.0,5733.42,39692.85,45426.27,4.11
運錩,鋼鐵工業,僅母公司所有廠區,,N,,N,僅母公司,N,僅母公司,N,僅母公司,N,,僅母公司所有廠區,僅母公司所有廠區,僅母公司所有廠區,,ISO 14001,2069.0,734.0,578.0,583.0,512.0,0.5185,3.0,0.0014,9657.0,0.009749999999999998,1.0,0.0042,84.4332,1058.34,163602.67,0.0041,7.0,3.0,1.0,0.1428,0.9761,1.0,0.0,25.32,25.32,0.03585
長榮鋼,鋼鐵工業,僅母公司(長榮鋼鐵),百萬元營業額,N,,N,僅母公司(長榮鋼鐵),IS014064-1:2018,僅母公司(長榮鋼鐵),IS014064-1:2018,僅母公司(長榮鋼鐵),IS014064-1:2018,百萬元營業額,僅母公司(長榮鋼鐵),僅母公司(長榮鋼鐵),僅母公司(長榮鋼鐵),百萬元營業額,N,2211.0,1145.0,953.0,993.0,951.0,0.21,4.0,0.007,58760.0,5.1367,2.0,0.0042,4178.01,8768.52,227322.71,1.1318,7.0,3.0,3.0,0.4286,0.9841,1.0,0.0,8445.89,8445.89,0.7383
豐達科,鋼鐵工業,僅母公司,百萬元營業額,N,僅母公司,N,僅母公司,N,僅母公司,N,僅母公司,N,百萬元營業額,僅母公司,僅母公司,僅母公司,百萬元營業額,ISO9001、ISO14001,3004.0,1062.0,922.0,791.0,715.0,0.23,4.0,0.0088,103.01,4.7,1.0,0.0084,134.89,8587.75,43386.73,3.97,9.0,3.0,0.0,0.0,0.9815,1.0,169.38,242.65,412.03,0.18
三星,鋼鐵工業,母公司,百萬元營業額,N,,ISO50001:2018,母公司,N,母公司,N,,N,,母公司,母公司,母公司,百萬元營業額,ISO 14001,5007.0,841.0,697.0,697.0,660.0,0.098,13.0,0.0093,108.029,0.0169,1.0,0.0042,1414.0,17347.0,399888.045,2.15645,9.0,3.0,1.0,0.1111,0.9778,0.8889,0.0,450.0,450.0,0.0705
東明-KY,鋼鐵工業,,,N,,N,母公司,N,母公司,N,,N,,,,,,N,5538.0,682.0,536.0,548.5,504.5,0.4167,0.0,0.0,4839.5,20.4326,1.0,0.0042,21.5949,42.1146,82815.21,2.9398500000000003,7.0,3.0,1.0,0.1429,0.9143,0.4286,0.0,102.22695,102.22695,0.72325
世紀鋼,鋼鐵工業,桃園市觀音區中山路一段1119號,,N,,ISO 50001,桃園市觀音區中山路一段1119號,ISO 14064,桃園市觀音區中山路一段1119號,ISO 14064,桃園市觀音區中山路一段1119號,ISO 14064,,桃園市觀音區中山路一段1119號,桃園市觀音區中山路一段1119號,桃園市觀音區中山路一段1119號,,ISO 14001,9958.0,897.0,726.0,617.0,529.0,0.2719,2.0,0.0067,12034.0,0.009749999999999998,3.0,0.0042,1082.77,2211.96,12404.88,0.0041,9.0,3.0,1.0,0.0011,0.9879,1.0,0.0,62.29,62.29,0.03585
橋椿,居家生活,母公司,產品,GRI準則,,GRI準則,母公司,N,母公司,N,,N,產品,母公司,母公司,母公司,產品,GRI準則,2062.0,714.0,585.0,537.0,465.0,0.4745,25.0,0.026,122570.0,37.48,2.0,0.09675,685.16,15976.9,11806.56,5.09,7.0,4.0,2.0,0.2857,1.0,1.0,100.11,1179.12,1279.23,0.39
嘉威,居家生活,母公司及大陸子公司,百萬元營業額,N,母公司及大陸子公司,N,母公司及大陸子公司,N,母公司及大陸子公司,N,,N,百萬元營業額,,,,,N,3557.0,2916.0,2670.0,1167.0,881.0,0.36,27.0,0.002,398066.0,70.82,1.0,0.0,347.1932,27329.38,11806.56,4.9236,7.0,3.0,1.0,0.14,0.98,1.0,69.035,745.1099999999999,814.145,0.195
三能-KY,居家生活,合併財務報表之母子公司,百萬元營業額,N,合併財務報表之母子公司,N,合併財務報表之母子公司,N,合併財務報表之母子公司,N,,N,百萬元營業額,合併財務報表之母子公司,合併財務報表之母子公司,合併財務報表之母子公司,百萬元營業額,N,6671.0,1393.0,1226.0,1008.0,829.5,0.4111,8.0,0.0115,47623.76,25.5772,2.0,0.0,2003.92,5719.0,11806.56,4.1477,9.0,3.0,1.0,0.1111,0.9815,1.0,13.77,616.13,629.9,0.3383
匯僑設計,居家生活,總公司+中壢鴻僑,百萬元營業額,N,,N,總公司+中壢鴻僑,N,總公司+中壢鴻僑,N,,N,百萬元營業額,總公司+中壢鴻僑,總公司+中壢鴻僑,總公司+中壢鴻僑,百萬元營業額,N,6754.0,1197.0,1096.0,1013.0,879.0,0.2941,1.0,0.0066,3740.0,0.73,1.0,0.09675,130.36,417.4,11806.56,0.107,8.0,4.0,2.0,0.25,0.9783,1.0,18.98,157.465,296.0,0.058
峰源-KY,居家生活,主要生產基地,百萬元營業額,N,主要生產基地,N,主要生產基地,N,主要生產基地,N,,N,百萬元營業額,主要生產基地,主要生產基地,主要生產基地,百萬元營業額,N,6807.0,1393.0,1226.0,1008.0,829.5,0.2889,370.0,0.2017,68650.0,16.3134,1.0,0.1935,13.906,123.352,11806.56,0.0326,9.0,4.0,0.0,0.0,1.0,1.0,25.865000000000002,463.615,7260.0,1.7252
億豐,居家生活,,,N,,N,,N,,N,,N,,,,,,N,8464.0,2068.0,1841.0,1457.0,1197.0,0.2632,2.0,0.0078,36274.0,20.945300000000003,7.0,0.09675,1008.913,228.81099999999998,11806.56,2.0901500000000004,9.0,3.0,0.0,0.0,0.9683,1.0,18.98,157.465,176.445,1.03175
商億-KY,居家生活,,,N,,N,,N,,N,,N,,2022年全年,2022年全年,2022年全年,,ISO 9001,8482.0,1405.0,1255.0,1024.0,858.0,0.05,136.0,0.0817,11522.0,0.0028,1.0,0.0,1229.0394000000001,1249.16,11806.56,0.00045,7.0,3.0,1.0,0.14,1.0,1.0,37.96,311.1,349.06,0.0
櫻花,居家生活,僅母公司,用水度數 /人數,N,,N,僅母公司,N,僅母公司,N,,N,CO2e/員工數,僅母公司,僅母公司,僅母公司,人均廢棄物量,ISO 14001,9911.0,886.0,770.0,778.0,648.0,0.0179,6.0,0.0056,13.43,12.65,2.0,0.09675,975.29,3251.62,11806.56,4.0,9.0,3.0,1.0,0.1111,0.96,1.0,0.0,2047.0,2047.0,1.93
福興,居家生活,僅母公司,產品,N,,N,僅母公司,ISO 14064,僅母公司,ISO 14064,僅母公司,ISO 14064,產品,僅母公司,僅母公司,僅母公司,產品,ISO 14001,9924.0,718.0,611.0,559.0,462.0,0.3077,5.0,0.004,52262.0,0.0019,2.0,0.09675,454.1588,7742.3,11806.56,0.0005,10.0,3.0,1.0,0.1,0.95,1.0,25.865000000000002,463.615,106.85,0.0
成霖,居家生活,母公司,,N,,N,,N,母公司,N,,N,,母公司,母公司,母公司,,N,9934.0,1519.0,1343.0,662.0,642.0,0.37,0.0,0.0,3898.0,6.69,2.0,0.09675,552.825,334.27,11806.56,2.0535,7.0,3.0,1.0,0.1429,0.9643,1.0,0.0,3.83,3.83,0.994
慶豐富,居家生活,僅母公司,千元營業額,N,,N,,N,僅母公司,N,,N,千元營業額,僅母公司,僅母公司,僅母公司,千元營業額,N,9935.0,742.0,669.0,591.0,519.0,0.2553,5.0,0.0091,19146.0,0.0037,1.0,0.09675,552.825,2164.05,11806.56,0.0004,3.0,3.0,0.0,0.0,0.7857,1.0,0.0,241.51,241.51,0.0
南港,橡膠工業,2022年總用水量,產品,N,,N,僅母公司,ISO 14064,僅母公司,ISO 14064,,N,產品,企業永續報告書(111年總量),企業永續報告書(111年總量),企業永續報告書(111年總量),產品,ISO 14001,2101.0,821.0,699.0,705.0,614.0,0.0027,20.0,0.019,89216.0,2.8981,1.0,0.014,12740.41,26949.25,34704.445,1.2893,9.0,3.0,5.0,0.5556,0.9841,0.7778,2.88,742.0550000000001,2570.47,0.0835
泰豐,橡膠工業,僅母公司,每噸產品,N,,N,僅母公司,N,僅母公司,N,,N,每噸產品,僅母公司,僅母公司,僅母公司,每噸產品,N,2102.0,770.0,618.0,619.0,599.0,0.0909,2.0,0.004,125045.0,9.42,1.0,0.014,3920.36,9192.95,34704.445,0.99,9.0,3.0,2.0,0.2222,0.9012,0.3333,0.0,995.76,995.76,0.075
台橡,橡膠工業,合併財務報表之母子公司,產品,中華民國會計研究發展基金會所發佈確信準則公報3000號進行SASB指標之有限確信,合併財務報表之母子公司,中華民國會計研究發展基金會所發佈確信準則公報3000號進行SASB指標之有限確信,合併財務報表之母子公司,N,合併財務報表之母子公司,N,合併財務報表之母子公司,N,產品,合併財務報表之母子公司,合併財務報表之母子公司,合併財務報表之母子公司,每千噸產品產量,中華民國會計研究發展基金會所發佈確信準則公報3000號進行SASB指標之有限確信,2103.0,1559.0,1124.0,1204.0,1091.0,0.264,6.0,0.0037,5550000.0,10.28,2.0,0.0,138446.65,408180.55,1346559.93,1.01,7.0,3.0,1.0,0.1428,1.0,1.0,2144.63,3260.0,5404.63,10.01
國際中橡,橡膠工業,國際中橡100%持有之子公司林園先進。,產品,N,,ISO 50001,國際中橡100%持有之子公司林園先進。,N,國際中橡100%持有之子公司林園先進。,N,,N,產品,國際中橡100%持有之子公司林園先進。,國際中橡100%持有之子公司林園先進。,國際中橡100%持有之子公司林園先進。,產品,N,2104.0,1754.0,1391.0,1420.0,1268.0,0.333,2.0,0.0082,1387189.0,16.2,1.0,0.014,227064.0,22764.0,34704.445,2.58,7.0,3.0,0.0,0.0,0.96,1.0,181.5,1312.7,1494.2,0.01
正新,橡膠工業,母公司,產品,N,母公司,N,母公司,ISO 14064,母公司,ISO 14064,,N,產品,母公司,母公司,母公司,產品,N,2105.0,849.0,729.0,696.0,658.0,0.004,7.0,0.0014,754751.0,6.02,2.0,0.028,50297.0,93802.0,34704.445,1.15,11.0,3.0,2.0,0.18,0.987,1.0,1.34,2991.5,2992.84,0.02
建大,橡膠工業,台灣地區,百萬元營業額,ISO 50001,,ISO 50001,台灣地區,ISO 14064-1：2018,台灣地區,ISO 14064-1：2018,台灣地區,ISO 14064-1：2018,百萬元營業額,台灣地區,台灣地區,台灣地區,百萬元營業額,ISO 14001,2106.0,772.0,659.0,638.0,589.0,0.1398,11.0,0.0058,300857.0,7.7906,1.0,0.014,24618.95,26387.95,66683.28,1.321,11.0,3.0,1.0,0.0909,1.0,1.0,0.0,727.21,2168.26,0.0561
厚生,橡膠工業,厚生 桃園廠,百萬元營業額,N,,N,母公司,N,母公司,N,,N,百萬元營業額,厚生 桃園廠,厚生 桃園廠,厚生 桃園廠,百萬元營業額,N,2107.0,895.0,782.0,662.0,612.0,0.0159,3.0,0.016,30036.0,15.505,1.0,0.014,890.8467,7658.24,34704.445,4.458,9.0,3.0,1.0,0.11,0.98,1.0,0.0,160.5,160.5,0.083
南帝,橡膠工業,僅母公司,產量千噸,N,僅母公司,N,僅母公司,ISO 14064,僅母公司,ISO 14064,僅母公司,N,百萬元營業額,僅母公司,僅母公司,僅母公司,產量千噸,N,2108.0,1483.0,1259.0,1832.0,1746.0,0.0,0.0,0.0,479040.0,3554.5,1.0,0.0,1120.64,31694.46,2725.61,6.5452,20.0,4.0,4.0,0.002,0.942,1.0,22.82,1604.45,1627.27,12.0745
華豐,橡膠工業,人工抄錶流量計,百萬元營業額,N,,N,,N,,N,,N,,一般事業廢棄物及廢橡膠總量,一般事業廢棄物及廢橡膠總量,一般事業廢棄物及廢橡膠總量,百萬元營業額,ISO 14001,2109.0,695.0,595.0,581.0,527.0,0.17,11.0,0.0168,369828.0,68.31,1.0,0.014,12869.795,29041.205,34704.445,3.9331,11.0,3.0,1.0,0.0909,0.9242,0.1818,0.0,458.66,458.66,0.08
鑫永銓,橡膠工業,母公司,,N,,N,母公司,N,母公司,N,,N,,母公司,母公司,母公司,,N,2114.0,750.0,637.0,534.0,525.0,0.28,0.0,0.0,13859.0,9.201550000000001,1.0,0.014,2700.93,5455.76,34704.445,2.87365,9.0,3.0,0.0,0.0,0.96,1.0,0.0,633.0,633.0,0.08325
申豐,橡膠工業,母公司,產品,N,,N,母公司,N,母公司,N,,N,產品,母公司,母公司,母公司,產品,ISO 14001,6582.0,806.0,644.0,843.0,665.0,0.33,0.0,0.0,108015.0,3.39,2.0,0.014,3571.0,7495.0,34704.445,0.348,7.0,3.0,1.0,0.14,1.0,1.0,5.76,488.35,494.11,0.0155
台船,航運業,台船高雄廠和基隆廠彙計,"24,790,337千元產值",N,,N,台船高雄廠,EPA環保署溫室氣體查驗指引+環保署溫室氣體登錄相關規範,台船高雄廠,EPA環保署溫室氣體查驗指引+環保署溫室氣體登錄相關規範,,N,"22,753,512仟元產值",台船高雄廠,台船高雄廠,台船高雄廠,"22,753,512仟元產值",N,2208.0,1134.0,948.0,939.0,897.0,0.06,3.0,0.001,520958.0,520958.0,1.0,0.0013,6876.57,21827.55,12127.21,28704.11,15.0,3.0,1.0,0.0667,0.8333,0.6,609.91,2695.52,3305.43,3305.43
長榮,航運業,海上船舶及陸上營運據點,,N,,N,合併財務報表之母子公司所營運船隊、高雄貨櫃場以及台灣地區各辦公大樓。,ISO14064-1:2018 & GHG Protocol,合併財務報表之母子公司所營運船隊、高雄貨櫃場以及台灣地區各辦公大樓。,ISO14064-1:2018 & GHG Protocol,合併財務報表之母子公司所營運船隊、高雄貨櫃場以及台灣地區各辦公大樓。,ISO14064-1:2018 GHG Protocol,海運使用單位為g/TEU-KM， 111年為38.2 g/TEU-KM。,海上船舶及陸上營運據點,海上船舶及陸上營運據點,海上船舶及陸上營運據點,,N,2603.0,4888.0,4553.0,4575.0,4213.0,0.1713,9.0,0.0029,153436.0,0.724,2.0,0.0017,8149604.54,35609.77,994495.88,0.0,9.0,3.0,1.0,0.1111,1.0,1.0,214.64805,1312.4580999999998,313.5,0.0113
新興,航運業,,,N,,N,包含合併財務報表之母子公司,N,僅母公司,N,,N,海哩,統計船隊產出之廢棄物，包含塑膠類(一般廢棄物)、食物廢棄物(廚房廢油)及有害廢棄物(汙油水/Sludge),統計船隊產出之廢棄物，包含塑膠類(一般廢棄物)、食物廢棄物(廚房廢油)及有害廢棄物(汙油水/Sludge),統計船隊產出之廢棄物，包含塑膠類(一般廢棄物)、食物廢棄物(廚房廢油)及有害廢棄物(汙油水/Sludge),,N,2605.0,2175.0,1931.0,1375.0,1380.0,0.2857,0.0,0.0,9159.5,15.294599999999999,3.0,0.0,286319.0,20.6,887376.01,0.399,7.0,4.0,0.0,0.0,0.9524,0.1429,304.955,1711.1781,1.389,0.28495
裕民,航運業,船舶艙底水及排泄汙水,千元營業額,DNV VeriSustain 中度保證等級,,DNV VeriSustain 中度保證等級,本公司自有船舶之直接排放量,DNV VeriSustain 中等保證等級,母公司辦公室外購電力之間接排放源,DNV VeriSustain 中等保證等級,母公司員工通勤及商務差旅,DNV VeriSustain 中等保證等級,千元營業額,船上食物廢棄物、紙、玻璃、金屬、塑膠及食用油,船上食物廢棄物、紙、玻璃、金屬、塑膠及食用油,船上食物廢棄物、紙、玻璃、金屬、塑膠及食用油,千元營業額,DNV VeriSustain 中度保證等級,2606.0,2094.0,1638.0,1574.0,1359.0,0.267,0.0,0.0,1.47,0.0,4.0,0.00115,708912.0,87.8,54.53,0.05,11.0,3.0,1.0,0.09,0.9818,1.0,304.955,1711.1781,0.38,0.0
榮運,航運業,,,N,,N,僅母公司,N,僅母公司,N,,N,,,,,,N,2607.0,1164.0,984.0,971.0,941.0,0.25,10.0,0.0097,43002.5,8.043,2.0,0.00115,24097.34,6720.66,887376.01,2.94,8.0,3.0,1.0,0.125,1.0,1.0,304.955,1711.1781,220.81635,0.0524
嘉里大榮,航運業,嘉里大榮物流組織全部(僅母公司),百萬元營業額,N,,N,嘉里大榮物流組織全部(僅母公司),N,嘉里大榮物流組織全部(僅母公司),N,嘉里大榮物流組織全部(僅母公司),N,百萬元營業額,嘉里大榮物流組織全部(僅母公司),嘉里大榮物流組織全部(僅母公司),嘉里大榮物流組織全部(僅母公司),百萬元營業額,N,2608.0,816.0,667.0,690.0,667.0,0.1238,60.0,0.0138,161088.79,15.99,2.0,0.00115,53963.51,22030.71,15389.02,9.07,10.0,4.0,2.0,0.2,0.9375,0.4,304.955,1711.1781,1576.57,0.16
陽明,航運業,七堵總公司、基隆分公司(含基隆陽明貨櫃場)、高雄分公司(含70號碼頭)、台灣營業部、梧棲辦公室,仟元個體營業收入,VeriSustain TM中度保證等級,船舶使用太陽能風力岸電佔總用電量比例,N,母公司,ISO 14064,母公司,ISO 14064,母公司,ISO 14064,仟元個體營業收入,辦公室、基隆(陽明)貨櫃場及營運船舶,辦公室、基隆(陽明)貨櫃場及營運船舶,辦公室、基隆(陽明)貨櫃場及營運船舶,仟元個體營業收入,ISO 14001,2609.0,3833.0,3216.0,2957.0,2585.0,0.2893,1.0,0.0005,36662.0,0.0001,4.0,0.0536,4034299.54,11200.41,648041.5,0.018,9.0,1.0,0.0,0.0,0.94,1.0,304.955,1711.1781,306.94,0.0
華航,航運業,以母公司為主體（但包含企業總部、修護廠區、台灣地區作業區域與分公司，母數範圍較同業廣）,百萬元營業額,ISO 14001,母公司為主體（但包含全球飛航燃油使用、企業總部、修護廠區、台灣地區作業區域與分公司，母數盤查範圍較同業廣）,ISO 50001,母公司為主體（但包含全球飛航燃油使用、企業總部、修護廠區、台灣地區作業區域與分公司，盤查範圍為同業最廣/全面),ISO 14064,母公司為主體（但包含全球飛航燃油使用、企業總部、修護廠區、台灣地區作業區域與分公司，盤查範圍為同業最廣/全面）,ISO 14064,母公司為主體（但包含全球飛航燃油使用、企業總部、修護廠區、台灣地區作業區域與分公司，盤查範圍較同業廣）,ISO 14064,千RTK,以母公司為主體（但包含企業總部、修護廠區、台灣地區作業區域與分公司，母數範圍較同業廣）,以母公司為主體（但包含企業總部、修護廠區、台灣地區作業區域與分公司，母數範圍較同業廣）,以母公司為主體（但包含企業總部、修護廠區、台灣地區作業區域與分公司，母數範圍較同業廣）,百萬元營業額,ISO 14001,2610.0,1897.0,1343.0,1638.0,1159.0,0.2874,37.0,0.0038,99207.0,0.658,2.0,0.0034,5439091.0,16468.0,1240935.0,0.7821,13.0,3.0,3.0,0.23,0.967,1.0,304.955,1711.1781,2346.0,0.0156
志信,航運業,,,N,,N,,N,,N,,N,,,,,,N,2611.0,758.0,609.0,567.0,567.0,0.16,0.0,0.0,11903.0,6.5165,2.0,0.00115,22422.87,4540.135,887376.01,1.2941,7.0,3.0,0.0,0.0,0.9821,1.0,519.6030499999999,2296.8,1568.44,0.05955
中航,航運業,合併財務報表之母子公司,百萬元營業額,N,,N,海岬型散裝輪船隊，貨櫃運輸曳引車及倉儲物流機具。,MARPOL Annex VI Regulation 27 防止船舶污染國際公約(MARPOL) 附錄VI規則27,包含合併財務報表之母子公司,N,,N,百萬元營業額,合併財務報表之母子公司之一般廢棄物,合併財務報表之母子公司之一般廢棄物,合併財務報表之母子公司之一般廢棄物,百萬元營業額,N,2612.0,1695.0,1479.0,1307.0,1000.0,0.323,1.0,0.003,16769.0,3.8025,4.0,0.0,332770.0,1810.28,887376.01,75.458,9.0,3.0,0.0,0.0,0.9636,0.7778,304.955,1711.1781,124.0,0.0281
中櫃,航運業,本公司內部統計資料,,N,,N,僅本公司,N,僅本公司之各站數據合計,N,,N,,本公司內部統計資料,本公司內部統計資料,本公司內部統計資料,,ISO 14001,2613.0,773.0,635.0,634.0,614.0,0.0,6.0,0.0082,21867.0,10.88915,2.0,0.00115,4178.74,8968.27,887376.01,2.41935,11.0,3.0,1.0,0.091,0.975,1.0,304.955,1711.1781,779.88,0.10225000000000001
萬海,航運業,母公司(萬海船隊、台中高雄碼頭和台灣辦公室),百萬元營業額,N,,N,母公司(萬海船隊、台中高雄碼頭和台灣辦公室),GHG Protocol and ISO 14064-1:2018,母公司(萬海船隊、台中高雄碼頭和台灣辦公室),GHG Protocol and ISO 14064-1:2018,母公司之營運產生之廢棄物(tCO2e)、資本財(tCO2e)、燃料及能源相關活動(tCO2e),GHG Protocol and ISO 14064-1:2018,百萬元營業額,台中、高雄碼頭和台灣辦公室,台中、高雄碼頭和台灣辦公室,台中、高雄碼頭和台灣辦公室,百萬元營業額,GHG Protocol and ISO 14064-1:2018,2615.0,3329.0,3025.0,2442.0,2242.0,0.3738,19.0,0.0038,205401.77,0.79,5.0,0.0285,5359084.49,13409.89,2046482.32,20.75,7.0,3.0,2.0,0.2857,0.88,0.5714,304.955,1711.1781,1868.22,0.007
台航,航運業,含母子公司,,N,,N,包含合併財務報表之母子公司,N,包含合併財務報表之母子公司,N,,N,,含母子公司,含母子公司,含母子公司,,N,2617.0,1577.0,1350.0,1388.0,1058.0,0.21,0.0,0.0,1550.0,15.294599999999999,1.0,0.0,282300.87,107.795,887376.01,37.9285,8.0,3.0,0.0,0.0,0.98,1.0,304.955,1711.1781,6.24,0.28495
長榮航,航運業,僅母公司,總用水/樓地板面積,ISO14001環境管理系統,僅母公司,ISO 50001,僅母公司,ISO 14064,僅母公司,ISO 14064,僅母公司,ISO 14064,服務,僅母公司,僅母公司,僅母公司,每人每日廢棄物產出量(以24小時計算),ISO 14001,2618.0,1637.0,1278.0,1417.0,791.0,0.319,131.0,0.0139,131859.0,0.55,2.0,0.0,4489866.38,12328.67,6934.85,0.734,9.0,3.0,0.0,0.0,0.9831,1.0,214.64805,1312.4580999999998,182.03,0.0006
