,公司代號,公司名稱,產業類別,直接(範疇一)溫室氣體排放量(公噸CO₂e),能源間接(範疇二)溫室氣體排放量(公噸CO₂e),其他間接(範疇三)溫室氣體排放量(公噸CO₂e),溫室氣體排放密集度,再生能源使用率,用水量(公噸(t)),用水密集度,有害廢棄物(公噸(t)),非有害廢棄物(公噸(t)),總重量(有害+非有害)(公噸(t)),廢棄物密集度,員工福利平均數(仟元/人),員工薪資平均數(仟元/人),非擔任主管職務之全時員工薪資平均數(仟元/人),非擔任主管職務之全時員工薪資中位數(仟元/人),管理職女性主管占比,職業災害人數,職業災害比率,火災件數,火災死傷人數,火災比率(死傷人數/員工總人數),董事會席次(席),獨立董事席次(席),女性董事比率,董事出席董事會出席率,公司年度召開法說會次數(次),ESG,E,S,G,ESG_ByPR
263,2303,聯電,半導體業,14.0,15.0,16.0,34.0,95.0,16.0,29.0,14.0,15.0,15.0,27.0,76.0,78.0,75.0,76.0,71.0,23,48.0,38,37,37.0,78,94,88.0,93.0,77,84.0,80.0,83.0,88.0,49
264,2305,全友,電腦及週邊設備業,89.0,75.0,49.0,0.0,9.0,77.0,0.0,37.0,91.0,85.0,39.0,5.0,3.0,0.0,21.0,29.0,55,55.0,35,35,35.0,61,3,71.0,3.0,1,65.0,73.0,68.0,57.0,37
265,2308,台達電,電子零組件業,8.0,16.0,2.0,83.0,99.0,5.0,58.0,15.0,1.0,7.0,47.0,87.0,86.0,94.0,93.0,73.0,21,47.0,32,30,30.0,98,99,89.0,35.0,98,81.0,74.0,70.0,94.0,52
266,2312,金寶,其他電子業,23.0,19.0,61.0,49.0,77.0,19.0,51.0,19.0,21.0,21.0,51.0,87.0,85.0,91.0,91.0,91.0,17,35.0,99,99,99.0,97,59,81.0,31.0,87,67.0,50.0,83.0,69.0,60
267,2313,華通,電子零組件業,10.0,5.0,25.0,23.0,71.0,3.0,7.0,3.0,5.0,3.0,9.0,46.0,43.0,66.0,72.0,19.0,7,45.0,33,31,31.0,51,20,81.0,19.0,78,69.0,74.0,63.0,70.0,31
268,2314,台揚,通信網路業,39.0,53.0,89.0,43.0,13.0,43.0,35.0,35.0,65.0,63.0,67.0,41.0,43.0,43.0,33.0,83.0,41,37.0,99,99,99.0,31,43,83.0,27.0,65,69.0,45.0,65.0,77.0,54
269,2316,楠梓電,電子零組件業,45.0,26.0,59.0,8.0,69.0,12.0,74.0,23.0,42.0,29.0,97.0,1.0,1.0,3.0,4.0,82.0,33,32.0,34,32,32.0,60,21,87.0,12.0,21,67.0,77.0,58.0,67.0,36
270,2317,鴻海,其他電子業,17.0,17.0,17.0,69.0,99.0,17.0,37.0,17.0,17.0,17.0,23.0,93.0,93.0,99.0,99.0,65.0,21,25.0,55,55,55.0,53,99,85.0,33.0,89,79.0,89.0,63.0,83.0,53
271,2321,東訊,通信網路業,71.0,87.0,83.0,31.0,85.0,59.0,37.0,79.0,89.0,93.0,15.0,37.0,37.0,35.0,35.0,31.0,53,51.0,55,53,53.0,77,31,89.0,31.0,33,58.0,48.0,55.0,63.0,55
272,2323,中環,光電業,82.0,45.0,97.0,35.0,53.0,50.0,36.0,69.0,83.0,79.0,91.0,45.0,49.0,45.0,47.0,74.0,47,38.0,31,99,99.0,58,31,95.0,62.0,32,60.0,55.0,55.0,68.0,60
273,2324,仁寶,電腦及週邊設備業,0.0,0.0,17.0,75.0,93.0,0.0,55.0,0.0,0.0,0.0,0.0,65.0,67.0,83.0,85.0,73.0,0,7.0,33,33,33.0,99,21,57.0,0.0,93,73.0,85.0,60.0,74.0,38
274,2327,國巨,電子零組件業,22.0,15.0,34.0,40.0,51.0,89.0,92.0,22.0,24.0,24.0,22.0,28.0,34.0,44.0,40.0,74.0,5,29.0,35,33,33.0,52,22,75.0,2.0,96,68.0,60.0,63.0,77.0,40
275,2328,廣宇,電子零組件業,98.0,99.0,89.0,99.0,8.0,84.0,86.0,93.0,91.0,92.0,82.0,93.0,93.0,91.0,90.0,28.0,63,55.0,36,34,34.0,25,69,91.0,74.0,69,73.0,78.0,75.0,69.0,72
276,2329,華泰,半導體業,46.0,29.0,48.0,48.0,51.0,25.0,31.0,21.0,46.0,25.0,32.0,24.0,24.0,23.0,30.0,24.0,24,23.0,39,38,38.0,18,42,76.0,80.0,42,73.0,81.0,73.0,68.0,36
277,2330,台積電,半導體業,13.0,13.0,14.0,47.0,96.0,13.0,18.0,13.0,13.0,13.0,17.0,92.0,93.0,95.0,92.0,49.0,17,46.0,13,39,39.0,86,98,79.0,32.0,62,79.0,73.0,83.0,82.0,46
278,2331,精英,電腦及週邊設備業,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,59.0,57.0,73.0,71.0,79.0,9,0.0,31,31,31.0,1,33,57.0,37.0,7,75.0,70.0,80.0,76.0,23
279,2332,友訊,通信網路業,73.0,77.0,27.0,13.0,53.0,77.0,25.0,81.0,73.0,83.0,61.0,79.0,85.0,77.0,85.0,97.0,55,53.0,53,51,51.0,67,17,77.0,51.0,59,73.0,60.0,73.0,76.0,62
280,2337,旺宏,半導體業,15.0,21.0,23.0,24.0,82.0,22.0,26.0,19.0,21.0,20.0,22.0,55.0,54.0,59.0,57.0,57.0,35,40.0,40,40,40.0,99,73,84.0,71.0,63,71.0,69.0,60.0,81.0,45
281,2338,光罩,半導體業,64.0,47.0,70.0,16.0,36.0,46.0,60.0,39.0,48.0,49.0,65.0,41.0,41.0,42.0,43.0,69.0,60,61.0,41,41,41.0,34,41,91.0,79.0,44,51.0,45.0,35.0,68.0,50
282,2340,台亞,半導體業,30.0,38.0,66.0,31.0,99.0,23.0,13.0,36.0,36.0,36.0,29.0,32.0,33.0,35.0,36.0,78.0,26,13.0,42,42,42.0,14,40,76.0,78.0,39,59.0,59.0,48.0,68.0,41
283,2342,茂矽,半導體業,16.0,34.0,29.0,41.0,83.0,33.0,32.0,38.0,43.0,42.0,46.0,35.0,35.0,34.0,37.0,80.0,25,43.0,43,43,43.0,65,71,82.0,49.0,40,72.0,69.0,83.0,66.0,45
284,2344,華邦電,半導體業,20.0,19.0,20.0,32.0,68.0,19.0,23.0,18.0,17.0,17.0,23.0,63.0,63.0,69.0,67.0,40.0,34,35.0,44,44,44.0,95,70,90.0,25.0,56,64.0,58.0,50.0,79.0,43
285,2345,智邦,通信網路業,35.0,29.0,35.0,97.0,19.0,41.0,91.0,67.0,21.0,21.0,69.0,89.0,93.0,95.0,77.0,63.0,17,39.0,51,49,49.0,17,67,83.0,47.0,15,76.0,52.0,85.0,73.0,53
286,2347,聯強,電子通路業,14.0,29.0,49.0,59.0,29.0,29.0,9.0,99.0,19.0,19.0,59.0,64.0,64.0,54.0,49.0,89.0,4,4.0,99,99,99.0,94,4,59.0,39.0,94,72.0,50.0,78.0,78.0,51
288,2349,錸德,光電業,90.0,57.0,54.0,97.0,47.0,66.0,95.0,76.0,70.0,77.0,39.0,43.0,50.0,54.0,46.0,48.0,81,76.0,51,63,63.0,37,42,92.0,40.0,36,62.0,60.0,55.0,68.0,61
289,2351,順德,半導體業,31.0,39.0,57.0,51.0,35.0,90.0,89.0,25.0,33.0,30.0,30.0,23.0,23.0,22.0,25.0,39.0,36,30.0,45,36,36.0,64,69,76.0,72.0,91,71.0,66.0,63.0,81.0,46
290,2352,佳世達,電腦及週邊設備業,0.0,0.0,55.0,27.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,85.0,93.0,91.0,47.0,31,53.0,29,29,29.0,45,99,87.0,67.0,63,81.0,91.0,70.0,81.0,42
291,2353,宏碁,電腦及週邊設備業,5.0,15.0,0.0,89.0,91.0,15.0,75.0,75.0,7.0,11.0,75.0,75.0,69.0,87.0,79.0,77.0,0,11.0,27,27,27.0,15,41,91.0,31.0,91,68.0,67.0,50.0,82.0,46
292,2354,鴻準,其他電子業,91.0,93.0,27.0,99.0,95.0,23.0,41.0,21.0,25.0,25.0,49.0,95.0,95.0,97.0,97.0,75.0,25,41.0,53,53,53.0,17,21,63.0,79.0,73,58.0,63.0,40.0,67.0,59
293,2355,敬鵬,電子零組件業,17.0,12.0,28.0,11.0,26.0,8.0,90.0,9.0,11.0,10.0,79.0,25.0,28.0,34.0,42.0,52.0,1,50.0,37,35,35.0,56,23,88.0,27.0,22,65.0,66.0,58.0,70.0,33
294,2356,英業達,電腦及週邊設備業,0.0,0.0,0.0,53.0,67.0,0.0,67.0,5.0,0.0,0.0,13.0,31.0,31.0,51.0,49.0,59.0,0,31.0,25,25,25.0,49,13,57.0,53.0,99,75.0,73.0,68.0,83.0,31
295,2357,華碩,電腦及週邊設備業,9.0,9.0,0.0,0.0,75.0,7.0,0.0,13.0,27.0,25.0,87.0,83.0,83.0,97.0,93.0,41.0,29,17.0,23,23,23.0,97,97,75.0,49.0,61,63.0,58.0,43.0,82.0,44
297,2359,所羅門,其他電子業,63.0,55.0,53.0,29.0,69.0,57.0,57.0,59.0,93.0,91.0,69.0,53.0,55.0,59.0,61.0,35.0,51,67.0,51,51,51.0,69,67,73.0,75.0,59,49.0,30.0,53.0,60.0,60
298,2360,致茂,其他電子業,57.0,47.0,85.0,91.0,35.0,47.0,97.0,39.0,49.0,49.0,97.0,73.0,73.0,81.0,83.0,39.0,39,61.0,49,49,49.0,71,69,73.0,59.0,97,71.0,53.0,78.0,81.0,64
299,2362,藍天,電腦及週邊設備業,25.0,23.0,59.0,91.0,65.0,29.0,29.0,19.0,21.0,21.0,31.0,53.0,51.0,61.0,67.0,67.0,43,35.0,21,21,21.0,3,1,57.0,69.0,59,67.0,55.0,58.0,83.0,40
300,2363,矽統,半導體業,72.0,61.0,81.0,52.0,88.0,68.0,82.0,32.0,71.0,46.0,69.0,69.0,70.0,61.0,65.0,62.0,66,55.0,37,45,45.0,33,39,95.0,36.0,38,59.0,45.0,65.0,65.0,59
301,2364,倫飛,電腦及週邊設備業,81.0,67.0,47.0,29.0,41.0,65.0,95.0,83.0,53.0,51.0,37.0,19.0,19.0,0.0,0.0,93.0,25,0.0,19,19,19.0,89,43,85.0,0.0,37,60.0,56.0,73.0,53.0,43
302,2365,昆盈,電腦及週邊設備業,69.0,71.0,39.0,9.0,0.0,37.0,19.0,49.0,57.0,55.0,1.0,27.0,23.0,11.0,15.0,89.0,49,47.0,17,17,17.0,13,25,81.0,65.0,35,62.0,38.0,75.0,69.0,36
303,2367,燿華,電子零組件業,28.0,19.0,35.0,25.0,4.0,11.0,9.0,12.0,23.0,16.0,14.0,19.0,19.0,13.0,23.0,34.0,8,22.0,38,36,36.0,24,24,85.0,73.0,23,67.0,53.0,78.0,69.0,26
304,2368,金像電,電子零組件業,5.0,9.0,30.0,5.0,68.0,76.0,82.0,5.0,8.0,6.0,6.0,53.0,55.0,61.0,47.0,78.0,12,1.0,29,37,37.0,85,67,92.0,10.0,83,62.0,52.0,50.0,78.0,40
305,2369,菱生,半導體業,33.0,33.0,60.0,27.0,70.0,29.0,17.0,45.0,30.0,34.0,31.0,15.0,16.0,19.0,20.0,54.0,57,52.0,46,47,47.0,63,38,76.0,27.0,36,60.0,56.0,55.0,66.0,39
306,2371,大同,電機機械,9.0,25.0,45.0,65.0,45.0,13.0,35.0,41.0,21.0,23.0,43.0,63.0,65.0,63.0,67.0,63.0,21,49.0,93,93,93.0,75,39,73.0,45.0,81,64.0,52.0,58.0,79.0,52
307,2373,震旦行,其他電子業,45.0,63.0,49.0,63.0,71.0,53.0,47.0,67.0,53.0,55.0,41.0,29.0,31.0,43.0,41.0,61.0,47,31.0,47,47,47.0,45,23,87.0,55.0,67,61.0,45.0,63.0,73.0,50
308,2374,佳能,光電業,95.0,98.0,63.0,94.0,42.0,96.0,79.0,80.0,93.0,92.0,46.0,85.0,85.0,93.0,95.0,61.0,80,77.0,52,62,62.0,71,56,77.0,76.0,64,62.0,56.0,70.0,62.0,76
309,2375,凱美,電子零組件業,48.0,55.0,56.0,39.0,36.0,20.0,10.0,57.0,99.0,77.0,70.0,47.0,40.0,47.0,57.0,54.0,52,49.0,39,38,38.0,23,25,75.0,39.0,24,64.0,43.0,83.0,67.0,47
310,2376,技嘉,電腦及週邊設備業,15.0,3.0,0.0,69.0,0.0,5.0,63.0,7.0,3.0,5.0,49.0,55.0,55.0,63.0,33.0,65.0,23,33.0,15,15,15.0,81,93,67.0,39.0,33,60.0,56.0,53.0,69.0,35
311,2377,微星,電腦及週邊設備業,7.0,0.0,0.0,61.0,25.0,0.0,45.0,9.0,0.0,0.0,21.0,73.0,75.0,81.0,83.0,11.0,0,1.0,13,13,13.0,79,23,67.0,43.0,5,55.0,47.0,45.0,70.0,29
312,2379,瑞昱,半導體業,36.0,40.0,21.0,77.0,72.0,49.0,56.0,55.0,69.0,65.0,14.0,95.0,95.0,97.0,96.0,22.0,44,50.0,48,48,48.0,90,37,79.0,17.0,66,64.0,56.0,60.0,74.0,57
313,2380,虹光,電腦及週邊設備業,59.0,61.0,43.0,0.0,37.0,49.0,0.0,31.0,47.0,45.0,81.0,3.0,0.0,23.0,23.0,19.0,21,0.0,11,11,11.0,11,45,57.0,0.0,3,59.0,60.0,58.0,59.0,27
314,2382,廣達,電腦及週邊設備業,0.0,0.0,9.0,57.0,71.0,85.0,35.0,0.0,0.0,0.0,51.0,81.0,81.0,91.0,89.0,43.0,0,15.0,7,7,7.0,9,17,81.0,45.0,97,67.0,57.0,50.0,87.0,38
315,2383,台光電,電子零組件業,2.0,17.0,52.0,37.0,28.0,16.0,97.0,11.0,13.0,13.0,19.0,72.0,73.0,81.0,71.0,16.0,9,20.0,2,39,39.0,22,26,85.0,22.0,99,66.0,40.0,60.0,90.0,38
316,2385,群光,電子零組件業,18.0,21.0,8.0,79.0,94.0,30.0,68.0,58.0,17.0,20.0,56.0,95.0,95.0,98.0,98.0,24.0,13,42.0,41,40,40.0,41,27,82.0,71.0,93,79.0,76.0,75.0,86.0,53
317,2387,精元,電腦及週邊設備業,31.0,51.0,85.0,45.0,11.0,61.0,17.0,39.0,39.0,41.0,57.0,15.0,13.0,0.0,0.0,0.0,53,49.0,0,0,0.0,7,11,95.0,97.0,1,51.0,25.0,65.0,59.0,31
318,2388,威盛,半導體業,73.0,76.0,89.0,89.0,34.0,56.0,73.0,69.0,79.0,90.0,67.0,68.0,69.0,72.0,70.0,82.0,65,56.0,49,49,49.0,49,64,83.0,48.0,34,63.0,65.0,50.0,70.0,65
319,2390,云辰,其他電子業,43.0,53.0,37.0,53.0,83.0,45.0,39.0,47.0,47.0,47.0,55.0,41.0,35.0,45.0,53.0,73.0,55,63.0,45,45,45.0,43,25,87.0,25.0,47,47.0,25.0,40.0,69.0,49
320,2392,正崴,電子零組件業,20.0,14.0,7.0,74.0,97.0,82.0,87.0,24.0,21.0,22.0,29.0,64.0,65.0,87.0,87.0,70.0,6,41.0,4,41,41.0,58,64,75.0,50.0,76,66.0,51.0,70.0,75.0,50
321,2393,億光,光電業,55.0,44.0,61.0,61.0,66.0,44.0,56.0,52.0,46.0,48.0,76.0,73.0,72.0,83.0,79.0,95.0,38,52.0,53,61,61.0,56,71,77.0,84.0,91,59.0,48.0,50.0,74.0,64
322,2395,研華,電腦及週邊設備業,21.0,13.0,0.0,41.0,0.0,23.0,0.0,33.0,33.0,33.0,0.0,33.0,27.0,65.0,65.0,27.0,0,45.0,5,5,5.0,57,3,71.0,57.0,83,75.0,61.0,65.0,93.0,29
323,2397,友通,電腦及週邊設備業,47.0,27.0,71.0,11.0,0.0,41.0,27.0,29.0,41.0,39.0,3.0,0.0,0.0,1.0,0.0,57.0,37,41.0,3,3,3.0,7,3,57.0,19.0,69,63.0,40.0,70.0,74.0,24
324,2399,映泰,電腦及週邊設備業,71.0,87.0,93.0,77.0,39.0,67.0,99.0,43.0,99.0,97.0,95.0,13.0,9.0,17.0,11.0,0.0,57,43.0,1,1,1.0,7,3,81.0,0.0,1,47.0,28.0,48.0,60.0,43
325,2401,凌陽,半導體業,95.0,62.0,40.0,65.0,33.0,55.0,65.0,75.0,49.0,55.0,62.0,58.0,57.0,62.0,62.0,88.0,64,60.0,50,50,50.0,32,66,76.0,73.0,46,71.0,56.0,75.0,79.0,60
326,2402,毅嘉,電子零組件業,90.0,56.0,81.0,71.0,40.0,36.0,40.0,53.0,63.0,66.0,66.0,42.0,48.0,12.0,15.0,61.0,45,27.0,42,42,42.0,21,28,85.0,78.0,25,55.0,43.0,55.0,63.0,49
327,2404,漢唐,其他電子業,95.0,77.0,65.0,93.0,63.0,61.0,79.0,65.0,99.0,99.0,71.0,89.0,89.0,93.0,95.0,55.0,57,51.0,43,43,43.0,51,27,85.0,51.0,43,53.0,31.0,65.0,61.0,69
328,2405,輔信,電腦及週邊設備業,87.0,83.0,65.0,63.0,83.0,99.0,87.0,97.0,77.0,75.0,67.0,21.0,21.0,25.0,25.0,23.0,51,57.0,0,0,0.0,7,3,89.0,15.0,1,54.0,43.0,48.0,68.0,47
329,2406,國碩,光電業,96.0,88.0,94.0,70.0,31.0,76.0,55.0,77.0,65.0,70.0,73.0,53.0,55.0,61.0,67.0,75.0,79,79.0,54,60,60.0,53,70,79.0,39.0,34,67.0,58.0,68.0,73.0,66
330,2408,南亞科,半導體業,18.0,18.0,18.0,23.0,89.0,20.0,68.0,16.0,19.0,16.0,60.0,48.0,48.0,51.0,50.0,95.0,39,44.0,51,51,51.0,97,65,86.0,75.0,98,76.0,77.0,55.0,93.0,51
331,2409,友達,光電業,33.0,32.0,31.0,49.0,55.0,31.0,92.0,32.0,31.0,31.0,70.0,87.0,86.0,91.0,86.0,80.0,34,68.0,55,59,59.0,62,72,95.0,86.0,98,73.0,77.0,43.0,92.0,62
332,2412,中華電,通信網路業,15.0,13.0,21.0,27.0,67.0,15.0,43.0,83.0,25.0,25.0,29.0,95.0,35.0,97.0,97.0,57.0,21,45.0,15,47,47.0,99,99,91.0,73.0,81,77.0,70.0,65.0,88.0,52
333,2413,環科,電子零組件業,76.0,79.0,46.0,78.0,31.0,64.0,62.0,83.0,89.0,91.0,91.0,9.0,9.0,8.0,9.0,20.0,40,34.0,43,43,43.0,92,62,78.0,20.0,26,56.0,51.0,60.0,57.0,51
334,2414,精技,電子通路業,64.0,54.0,89.0,49.0,84.0,74.0,59.0,24.0,84.0,84.0,14.0,19.0,24.0,24.0,19.0,39.0,39,34.0,14,14,14.0,89,94,59.0,49.0,19,59.0,53.0,55.0,65.0,47
335,2415,錩新,電子零組件業,52.0,54.0,51.0,1.0,10.0,78.0,60.0,65.0,72.0,75.0,84.0,71.0,69.0,77.0,80.0,84.0,62,51.0,44,44,44.0,20,29,84.0,69.0,28,58.0,41.0,68.0,63.0,56
336,2417,圓剛,電腦及週邊設備業,67.0,77.0,29.0,73.0,79.0,87.0,97.0,61.0,71.0,69.0,33.0,39.0,41.0,57.0,69.0,91.0,61,51.0,0,0,0.0,37,47,73.0,73.0,27,65.0,44.0,78.0,71.0,54
337,2419,仲琦,通信網路業,53.0,41.0,39.0,67.0,21.0,49.0,73.0,25.0,49.0,47.0,49.0,93.0,91.0,91.0,93.0,61.0,61,55.0,49,45,45.0,61,19,89.0,55.0,17,75.0,42.0,88.0,72.0,55
338,2420,新巨,電子零組件業,82.0,77.0,47.0,56.0,7.0,62.0,54.0,84.0,82.0,86.0,78.0,15.0,17.0,14.0,12.0,73.0,61,59.0,45,45,45.0,19,30,85.0,68.0,62,67.0,48.0,73.0,77.0,52
339,2421,建準,電子零組件業,34.0,41.0,21.0,68.0,62.0,25.0,37.0,40.0,98.0,72.0,81.0,67.0,66.0,82.0,78.0,87.0,19,37.0,46,46,46.0,54,60,94.0,38.0,85,68.0,51.0,90.0,66.0,57
340,2423,固緯,其他電子業,81.0,65.0,75.0,67.0,23.0,97.0,91.0,61.0,71.0,77.0,75.0,63.0,67.0,71.0,73.0,63.0,59,59.0,41,41,41.0,77,29,71.0,77.0,69,61.0,43.0,65.0,72.0,65
341,2424,隴華,通信網路業,85.0,67.0,61.0,71.0,23.0,83.0,89.0,59.0,45.0,45.0,25.0,33.0,33.0,45.0,45.0,89.0,63,57.0,47,43,43.0,63,69,77.0,37.0,19,59.0,35.0,68.0,57.0,54
342,2425,承啟,電腦及週邊設備業,27.0,49.0,73.0,23.0,15.0,35.0,33.0,57.0,65.0,63.0,79.0,41.0,39.0,35.0,41.0,75.0,63,61.0,0,0,0.0,17,37,79.0,17.0,1,58.0,25.0,85.0,63.0,39
343,2426,鼎元,光電業,42.0,55.0,81.0,47.0,32.0,43.0,38.0,42.0,62.0,60.0,68.0,35.0,34.0,39.0,35.0,83.0,62,57.0,56,58,58.0,49,64,86.0,81.0,39,55.0,40.0,50.0,70.0,54
344,2427,三商電,資訊服務業,9.0,99.0,90.0,72.0,90.0,81.0,27.0,99.0,45.0,27.0,27.0,18.0,18.0,18.0,18.0,36.0,45,27.0,99,99,99.0,72,99,36.0,9.0,18,60.0,35.0,65.0,61.0,53
345,2428,興勤,電子零組件業,46.0,23.0,79.0,26.0,42.0,22.0,30.0,29.0,31.0,34.0,41.0,36.0,35.0,50.0,35.0,97.0,60,64.0,47,47,47.0,18,31,85.0,36.0,82,61.0,40.0,60.0,77.0,45
346,2429,銘旺科,光電業,97.0,97.0,92.0,65.0,91.0,88.0,73.0,61.0,72.0,69.0,42.0,64.0,65.0,31.0,31.0,37.0,77,82.0,50,57,57.0,55,65,85.0,37.0,51,50.0,51.0,48.0,50.0,65
347,2430,燦坤,電子通路業,44.0,14.0,84.0,29.0,49.0,19.0,34.0,29.0,89.0,89.0,24.0,4.0,4.0,9.0,9.0,34.0,9,39.0,19,19,19.0,19,9,74.0,19.0,59,51.0,25.0,48.0,67.0,33
348,2431,聯昌,電子零組件業,95.0,98.0,98.0,91.0,11.0,91.0,79.0,92.0,93.0,98.0,94.0,63.0,62.0,71.0,73.0,14.0,59,63.0,48,48,48.0,95,32,95.0,49.0,35,53.0,25.0,75.0,58.0,69
349,2432,倚天酷碁-創,電腦及週邊設備業,95.0,91.0,95.0,95.0,0.0,91.0,79.0,65.0,89.0,91.0,91.0,85.0,87.0,89.0,87.0,27.0,97,63.0,0,0,0.0,7,39,91.0,75.0,29,65.0,39.0,54.0,93.0,64
350,2433,互盛電,其他電子業,65.0,99.0,95.0,77.0,59.0,79.0,65.0,69.0,79.0,65.0,53.0,27.0,21.0,35.0,43.0,31.0,61,57.0,37,37,37.0,41,31,79.0,43.0,71,60.0,48.0,65.0,67.0,56
351,2434,統懋,半導體業,84.0,86.0,76.0,55.0,56.0,74.0,21.0,93.0,75.0,76.0,21.0,16.0,17.0,16.0,17.0,44.0,62,63.0,52,52,52.0,31,36,96.0,13.0,23,60.0,55.0,63.0,61.0,50
352,2436,偉詮電,半導體業,75.0,71.0,88.0,68.0,32.0,69.0,69.0,68.0,70.0,71.0,77.0,51.0,50.0,56.0,59.0,45.0,61,66.0,53,53,53.0,92,35,79.0,84.0,53,54.0,49.0,43.0,67.0,63
353,2438,翔耀,光電業,63.0,71.0,69.0,79.0,85.0,62.0,49.0,59.0,56.0,56.0,54.0,42.0,42.0,33.0,33.0,81.0,78,83.0,57,56,56.0,45,67,92.0,32.0,58,51.0,25.0,75.0,53.0,60
354,2439,美律,通信網路業,25.0,27.0,41.0,77.0,99.0,13.0,27.0,51.0,35.0,37.0,77.0,87.0,75.0,69.0,59.0,71.0,65,59.0,45,41,41.0,65,21,71.0,35.0,91,77.0,69.0,73.0,82.0,54
355,2440,太空梭,電子零組件業,69.0,82.0,11.0,93.0,75.0,59.0,71.0,72.0,48.0,55.0,75.0,49.0,49.0,57.0,59.0,47.0,58,62.0,49,27,27.0,17,33,85.0,29.0,29,43.0,25.0,48.0,54.0,53
356,2441,超豐,半導體業,34.0,26.0,51.0,42.0,73.0,28.0,33.0,35.0,27.0,29.0,34.0,22.0,22.0,25.0,26.0,30.0,45,49.0,54,54,54.0,61,34,76.0,20.0,51,52.0,42.0,43.0,68.0,40
357,2442,新美齊,建材營造,59.0,81.0,33.0,39.0,23.0,41.0,15.0,25.0,53.0,47.0,83.0,77.0,25.0,81.0,65.0,59.0,29,29.0,27,25,25.0,17,19,55.0,29.0,71,58.0,34.0,60.0,74.0,44
359,2444,兆勁,通信網路業,47.0,61.0,95.0,29.0,25.0,61.0,15.0,47.0,91.0,79.0,39.0,13.0,13.0,13.0,19.0,65.0,67,61.0,43,39,39.0,45,73,93.0,45.0,21,59.0,37.0,70.0,56.0,48
360,2449,京元電子,半導體業,25.0,17.0,31.0,14.0,31.0,80.0,91.0,29.0,18.0,21.0,61.0,27.0,29.0,29.0,32.0,94.0,20,19.0,55,46,46.0,52,33,76.0,66.0,88,65.0,60.0,73.0,64.0,43
361,2450,神腦,通信網路業,43.0,49.0,59.0,93.0,27.0,47.0,97.0,91.0,55.0,59.0,91.0,23.0,21.0,23.0,27.0,81.0,37,63.0,37,37,37.0,97,97,87.0,59.0,79,72.0,48.0,70.0,78.0,58
362,2451,創見,半導體業,78.0,58.0,38.0,70.0,30.0,54.0,70.0,53.0,44.0,50.0,63.0,29.0,30.0,27.0,27.0,60.0,30,14.0,47,34,34.0,60,32,88.0,54.0,19,61.0,53.0,53.0,73.0,46
363,2453,凌群,資訊服務業,36.0,45.0,36.0,63.0,81.0,27.0,72.0,90.0,27.0,36.0,72.0,63.0,63.0,36.0,54.0,18.0,9,9.0,90,90,90.0,54,54,99.0,36.0,9,66.0,50.0,65.0,69.0,52
364,2454,聯發科,半導體業,29.0,28.0,30.0,82.0,94.0,35.0,41.0,48.0,50.0,52.0,68.0,99.0,99.0,99.0,99.0,38.0,18,31.0,14,24,24.0,68,62,80.0,69.0,70,66.0,50.0,60.0,83.0,56
365,2455,全新,通信網路業,45.0,33.0,51.0,19.0,33.0,35.0,31.0,19.0,67.0,53.0,53.0,43.0,45.0,49.0,37.0,43.0,39,27.0,39,35,35.0,91,23,73.0,77.0,97,55.0,48.0,30.0,76.0,46
366,2457,飛宏,電子零組件業,55.0,39.0,66.0,57.0,54.0,32.0,52.0,34.0,29.0,33.0,46.0,75.0,76.0,75.0,79.0,64.0,23,61.0,40,25,25.0,53,75,75.0,3.0,86,61.0,45.0,68.0,68.0,51
367,2458,義隆,半導體業,52.0,67.0,80.0,78.0,29.0,60.0,49.0,56.0,53.0,58.0,45.0,70.0,71.0,76.0,80.0,26.0,49,41.0,26,33,33.0,58,67,76.0,23.0,71,61.0,49.0,48.0,81.0,55
368,2459,敦吉,其他電子業,67.0,91.0,87.0,73.0,57.0,77.0,61.0,71.0,83.0,93.0,61.0,75.0,79.0,73.0,77.0,25.0,63,55.0,19,19,19.0,79,97,63.0,97.0,31,62.0,58.0,68.0,60.0,65
369,2460,建通,電子零組件業,30.0,43.0,71.0,36.0,92.0,77.0,18.0,42.0,58.0,60.0,10.0,12.0,12.0,11.0,19.0,71.0,57,60.0,27,2,2.0,16,34,75.0,24.0,30,47.0,25.0,48.0,64.0,38
370,2461,光群雷,其他電子業,99.0,59.0,67.0,33.0,65.0,63.0,53.0,57.0,67.0,69.0,57.0,35.0,37.0,39.0,37.0,73.0,65,53.0,35,35,35.0,39,83,97.0,61.0,25,63.0,58.0,58.0,72.0,55
371,2462,良得電,電子零組件業,38.0,61.0,12.0,58.0,77.0,40.0,44.0,46.0,37.0,41.0,36.0,79.0,81.0,89.0,86.0,25.0,56,56.0,15,24,24.0,50,84,81.0,96.0,59,46.0,25.0,55.0,55.0,54
372,2464,盟立,其他電子業,41.0,51.0,45.0,55.0,89.0,43.0,23.0,43.0,45.0,45.0,45.0,65.0,63.0,75.0,67.0,45.0,67,71.0,33,33,33.0,55,17,75.0,27.0,65,50.0,25.0,55.0,65.0,51
