公司名稱,產業類別,資料範圍,用水密集度-單位,取得驗證,資料範圍.1,取得驗證.1,範疇一-資料邊界,範疇一-取得驗證,範疇二-資料邊界,範疇二-取得驗證,範疇三-資料邊界,範疇三-取得驗證,溫室氣體排放密集度-單位,有害廢棄物量-資料範圍,非有害廢棄物量-資料範圍,總重量(有害+非有害)-資料範圍,廢棄物密集度-單位,取得驗證.2,公司代號,員工福利平均數(仟元/人),員工薪資平均數(仟元/人),非擔任主管職務之全時員工薪資平均數(仟元/人),非擔任主管之全時員工薪資中位數(仟元/人),管理職女性主管占比,職業災害人數及比率-人數,職業災害人數及比率-比率,用水量(公噸),用水密集度-密集度(公噸/單位),公司年度召開法說會次數(次),使用率(再生能源/總能源),範疇一-排放量(噸CO2e),範疇二-排放量(噸CO2e),範疇三-排放量(噸CO2e),溫室氣體排放密集度-密集度(噸CO2e/單位),董事席次(含獨立董事)(席),獨立董事席次(席),女性董事席次及比率-席,女性董事席次及比率-比率,董事出席董事會出席率,董監事進修時數符合進修要點比率,有害廢棄物量-數據(公噸),非有害廢棄物量-數據(公噸),總重量(有害+非有害)-數據(公噸),廢棄物密集度-密集度(公噸/單位)
集盛,紡織纖維,母公司之5個紡織製品製造廠區,產品,N,,N,母公司之5個紡織製品製造廠區,ISO 14064,母公司之5個紡織製品製造廠區,ISO 14064,母公司之5個紡織製品製造廠區,ISO 14064,產品,母公司之5個紡織製品製造廠區,母公司之5個紡織製品製造廠區,母公司之5個紡織製品製造廠區,產品,N,1455.0,827.0,701.0,691.0,587.0,0.1193,4.0,0.0033,695569.0,3.0,1.0,0.0882,36994.75,151731.04,23895.34,0.81,10.0,3.0,1.0,0.1,1.0,0.8,0.0,1762.73,1762.73,0.01
宜進,紡織纖維,僅母公司,員工人數,N,僅母公司,N,僅母公司,N,僅母公司,N,,N,員工人數,,,,,N,1457.0,914.0,737.0,600.0,589.0,0.555,0.0,0.0,557.0,27.85,1.0,0.0,18.0,59.0,242.5,3.85,9.0,3.0,3.0,0.3333,0.81,1.0,0.0,7.29,7.29,0.0004
聯發,紡織纖維,工廠,產品,N,,N,工廠,N,工廠,N,,N,產品,工廠,工廠,工廠,產品,N,1459.0,694.0,575.0,499.0,447.0,0.1429,0.0,0.0,5853.0,0.2427,1.0,0.0055,0.0,28659.0,242.5,1.1885,9.0,3.0,0.0,0.0,0.963,1.0,0.0,56.14,56.14,0.0023
宏遠,紡織纖維,母公司,產品,N,母公司,ISO 50001,母公司,ISO 14064,母公司,ISO 14064,,N,產品,母公司,母公司,母公司,,N,1460.0,707.0,580.0,543.0,501.0,0.03,21.0,0.01,2661715.0,174.68,1.0,0.0,75930.54,62616.83,83395.33,9.09,11.0,3.0,0.0,0.0,0.909,1.0,0.0,10770.24,10770.24,0.008150000000000001
強盛新,紡織纖維,,,N,,N,,N,,N,,N,,,,,,N,1463.0,626.0,536.0,537.0,500.0,0.1707,0.0,0.0,3069982.0,1607.295,1.0,0.0003,146675.41999999998,63132.505000000005,338747.56,13.879999999999999,7.0,2.0,1.0,0.1111,0.9722,0.4444,10162.0,3079.65,13241.65,1814.115
得力,紡織纖維,僅母公司,產品,N,,N,僅母公司,ISO 14064,僅母公司,ISO 14064,,N,產品,僅母公司,僅母公司,僅母公司,產品,ISO 14001,1464.0,639.0,545.0,535.0,494.0,0.3157,11.0,0.0139,2964.0,2964.0,2.0,0.0055,38863.84,32999.01,242.5,13.54,7.0,3.0,0.0,0.0,1.0,1.0,0.0,3627.3,3627.3,3627.3
偉全,紡織纖維,,,N,,N,,N,,N,,N,,,,,,N,1465.0,510.0,414.0,462.0,428.0,0.25,0.0,0.0,4106450.0,305.885,1.0,0.0003,131111.5,80454.61499999999,338747.56,11.122,7.0,3.0,1.0,0.1429,0.9762,1.0,10162.0,1421.0,11583.0,0.47300000000000003
聚隆,紡織纖維,母公司,產品,N,,N,母公司,N,母公司(電力),N,,N,產品,母公司,母公司,母公司,產品,N,1466.0,765.0,647.0,651.0,600.0,0.35,2.0,0.0055,182737.0,3.72,1.0,0.2,0.0,50952.99,242.5,3.37,10.0,3.0,2.0,0.2,0.98,1.0,0.0,313.3,313.3,0.0063
南緯,紡織纖維,母公司,,N,,N,,N,母公司,N,,N,,母公司,母公司,母公司,,N,1467.0,786.0,640.0,696.0,597.0,0.61,2.0,0.01,4309.0,14.055200000000001,1.0,0.0055,16.41255,444.753,242.5,1.93605,11.0,3.0,1.0,0.0909,1.0,0.0,0.042,26.16,26.202,0.0004
昶和,紡織纖維,,,N,,N,,N,,N,,N,,,,,,N,1468.0,802.0,667.0,557.0,507.0,0.2,0.0,0.0,969840.5,85.544,2.0,0.0879,19878.0,11194.0,350695.23,4.22,7.0,3.0,1.0,0.1428,1.0,1.0,0.0,2128.0,2128.0,0.1651
大統新創,紡織纖維,合併財務報表之母子公司之桃園廠區,產量,N,合併財務報表之母子公司之桃園廠區,N,合併財務報表之母子公司之桃園廠區,N,合併財務報表之母子公司之桃園廠區,N,,N,產量,合併財務報表之母子公司之桃園廠區,合併財務報表之母子公司之桃園廠區,合併財務報表之母子公司之桃園廠區,產量,N,1470.0,756.0,660.0,591.0,521.0,0.343,0.0,0.0,1235482.0,171.0,1.0,0.0,35668.0,6331.0,420857.47,5.8,11.0,3.0,0.0,0.0,1.0,0.273,0.0,2415.0,2415.0,0.33
台南,紡織纖維,包含合併財務報表之母子公司,產品,N,包含合併財務報表之母子公司,N,包含合併財務報表之母子公司,N,包含合併財務報表之母子公司,N,,N,產品,包含合併財務報表之母子公司,包含合併財務報表之母子公司,包含合併財務報表之母子公司,產品,N,1473.0,725.0,623.0,532.0,451.0,0.77,2.0,0.0001,311623.0,0.015,1.0,0.4,7001.09,6442.34,242.5,0.0007,11.0,3.0,4.0,0.3636,0.8891,1.0,1019.37,651.27,1670.64,0.08
弘裕,紡織纖維,母公司,,N,,N,母公司,N,母公司,N,,N,,母公司,母公司,母公司,,N,1474.0,727.0,629.0,572.0,505.0,0.1423,1.0,0.0021,180011.0,1.8659000000000001,1.0,0.2,4088.0,16057.0,242.5,1.68605,11.0,3.0,1.0,0.0909,0.9649,0.4545,0.0,786.0,786.0,0.00315
業旺,紡織纖維,,,N,,N,,N,,N,,N,,,,,,N,1475.0,839.0,702.0,529.0,495.0,0.1,0.0,0.0,969840.5,85.544,1.0,0.0879,19878.0,11194.0,350695.23,4.22,5.0,3.0,1.0,0.2,1.0,0.4,0.0,2128.0,2128.0,0.1651
儒鴻,紡織纖維,包含合併財務報表之母子公司,營業額,N,包含合併財務報表之母子公司,ISO 50001,包含合併財務報表之母子公司,ISO 14064,包含合併財務報表之母子公司,ISO 14064,包含合併財務報表之母子公司,ISO 14064,營業額,包含合併財務報表之母子公司,包含合併財務報表之母子公司,包含合併財務報表之母子公司,營業額,N,1476.0,1080.0,943.0,879.0,760.0,0.36,6.0,0.0033,2570840.0,0.0716,6.0,0.0,30530.36,96382.24,2570.84,0.0035,12.0,4.0,1.0,0.0833,1.0,1.0,0.0,5503.86,9682.66,0.0003
聚陽,紡織纖維,台北總公司,營業額(百萬元),ISAE3000、ISO14046(目前正在盤查中，預計於2022年底前盤查完，並取得查證聲明書),台北總公司,ISAE3000,台北總公司,ISO 14064,台北總公司,ISO 14064,,ISO 14064,營業額(百萬元),台北總公司,台北總公司,台北總公司,營業額(百萬元),N,1477.0,1924.0,1747.0,1348.0,1226.0,0.5,0.0,0.0,7534.0,0.2604,31.0,0.011,0.0,638.24,242.5,0.0221,15.0,3.0,6.0,0.4,0.978,1.0,0.021,131.82,22.91,0.0008
如興,紡織纖維,中國常州廠區與柬埔寨長泰、宏興、如興三家水洗廠,,依行業標準,,N,柬埔寨部分生產廠區，詳細請閱如興2021年永續報告書。,依行業標準,柬埔寨部分生產廠區，詳細請閱如興2021年永續報告書。,依行業標準,,N,,中國廠區與柬埔寨廠區,中國廠區與柬埔寨廠區,中國廠區與柬埔寨廠區,,N,4414.0,1552.0,1346.0,980.0,797.0,0.25,0.0,0.0,1760.29,13.925,1.0,0.0055,1637.26,9103.95,242.5,1.925,9.0,3.0,1.0,0.1111,0.9629,0.7778,12.752,660.599,673.351,0.0004
利勤,紡織纖維,110年全年用水量,產品,N,,ISO 50001,僅母公司,N,僅母公司,N,僅母公司,N,產品,110年全年廢棄物量,110年全年廢棄物量,110年全年廢棄物量,產品,ISO 14001,4426.0,490.0,405.0,418.0,397.0,0.4286,19.0,0.02,369969.0,231.0,1.0,0.2,10854.0,3991.0,485.0,8.9428,7.0,3.0,0.0,0.0,0.81,0.0,237.06,439.43,676.49,0.42
廣越,紡織纖維,,,N,,N,,N,,N,,N,,,,,,N,4438.0,1037.0,868.0,835.0,772.0,0.469,0.0,0.0,824166.43,163.63819999999998,3.0,0.0045,23095.33,11951.135,82352.41,6.20655,7.0,3.0,0.0,0.0,1.0,0.14,3083.94,553.09305,3637.0299999999997,0.41569999999999996
冠星-KY,紡織纖維,Top Sports Textile Limited,產品,EMeRet,Top Sports Textile Limited,EMeRet,Top Sports Textile Limited,ISO 14064,Top Sports Textile Limited,ISO 14064,Top Sports Textile Limited,ISO 14064,產品,Top Sports Textile Limited,Top Sports Textile Limited,Top Sports Textile Limited,產品,EMeRet,4439.0,938.0,785.0,682.0,633.5,0.3214,0.0,0.0,1646572.57,96.2764,2.0,0.009,44553.4,14798.32,164219.82,3.4703,7.0,3.0,0.0,0.0,1.0,1.0,6167.88,868.7061,7036.58,0.4114
宜新實業,紡織纖維,,,N,,N,,N,,N,,N,,本公司(無子公司),本公司(無子公司),本公司(無子公司),,廢棄物清理法,4440.0,823.0,718.0,609.0,620.0,0.0,0.0,0.0,185864.645,117.36,2.0,0.0,6245.63,6547.475,242.5,6.1564,7.0,3.0,1.0,0.1429,0.9464,1.0,0.0,237.48,237.48,0.21315
大魯閣,運動休閒,,,N,,N,,N,,N,,N,,,,,,N,1432.0,377.0,297.0,430.0,364.0,0.333,18.0,0.029,10897.15,1.6416,1.0,0.024,219.47,1471.22,4743.465,0.00045,9.0,4.0,2.0,0.2222,0.7273,1.0,52.285,4158.7,156.86,5e-05
岱宇,運動休閒,本公司彰化一廠、二廠、五廠、台中辦公室,營業額仟元,N,,N,本公司彰化一廠、二廠與五廠,N,本公司彰化一廠、二廠與五廠,N,,N,營業額仟元,本公司彰化一廠、二廠與五廠,本公司彰化一廠、二廠與五廠,本公司彰化一廠、二廠與五廠,營業額仟元,N,1598.0,742.0,620.0,598.0,508.0,0.275,3.0,0.0,21787.0,0.0032,2.0,0.0,434.68,1848.44,869.185,0.0003,6.0,3.0,1.0,0.17,0.98,1.0,0.0,183.72,183.72,0.0
喬山,運動休閒,,,N,,N,,N,,N,,N,,,,,,N,1736.0,835.0,706.0,692.0,589.0,0.2143,7.0,0.006,10897.15,1.6416,6.0,0.024,219.47,1471.22,4743.465,0.00045,11.0,3.0,3.0,0.27,0.977,0.95,52.285,4158.7,156.86,5e-05
拓凱,運動休閒,本公司,,N,,N,,N,本公司,N,,N,,本公司,本公司,本公司,,N,4536.0,1074.0,919.0,703.0,555.0,0.17,1.0,0.0031,7.3,178.64,4.0,0.0,219.47,1094.0,869.185,0.00045,9.0,3.0,1.0,0.11,0.98,1.0,0.0,1146.36,130.0,5e-05
桂盟,運動休閒,母公司,營業額,N,母公司,N,母公司,N,母公司,N,,N,產品,母公司,母公司,母公司,營業額,N,5306.0,1463.0,1302.0,803.0,691.0,0.3,0.0,0.0,3000.0,3.28,114.0,0.0,4.26,61.88,869.185,0.0006,7.0,3.0,1.0,0.14,1.0,1.0,0.0,1146.36,12.0,0.0001
復盛應用,運動休閒,桃園廠,產品,N,桃園廠,N,桃園廠,N,桃園廠,N,,N,產品,桃園廠,桃園廠,桃園廠,產品,ISO 14001,6670.0,973.0,817.0,810.0,708.0,0.1964,8.0,0.0086,119783.0,119783.0,4.0,0.048,5730.59,18582.88,869.185,0.0028,8.0,3.0,0.0,0.0,0.9701,1.0,104.57,8133.68,8238.25,0.001
志強-KY,運動休閒,僅台灣母公司辦公大樓。,,N,,N,,N,僅台灣母公司辦公大樓。,N,,N,,,,,,N,6768.0,1268.5,1110.5,753.0,623.0,0.39,1.0,0.002,765.0,178.64,4.0,0.0,219.47,110.54,869.185,0.00045,7.0,3.0,0.0,0.0,1.0,1.0,0.0,1146.36,71.0,5e-05
柏文,運動休閒,包含合併財務報表之母子公司,百萬營業額,N,,N,包含合併財務報表之母子公司,N,包含合併財務報表之母子公司,N,,N,百萬營業額,,,,,N,8462.0,840.0,738.0,522.0,455.0,0.5177,7.0,0.0045,467637.0,179.4463,2.0,0.02465,834.0,16582.0,869.185,6.683,7.0,3.0,2.0,0.2857,0.956,1.0,29.269,2184.8735,2214.1425,0.047099999999999996
波力-KY,運動休閒,2021年,,N,2021年,N,,N,,N,,N,,2021年,2021年,2021年,,N,8467.0,606.0,501.5,561.0,476.5,0.078,0.0,0.0,186598.0,59891.5092,1.0,0.15,7165.295,19291.440000000002,869.185,0.01805,7.0,3.0,2.0,0.2857,0.9524,0.86,83.11,98.25,181.36,0.0026
東哥遊艇,運動休閒,僅母公司,總用水量( 公噸) / 營收( 億元),N,,N,,N,,N,,N,,,,,,N,8478.0,1173.0,1078.0,857.0,794.0,0.1892,5.0,0.0076,7434.0,354.0,1.0,0.0,219.47,86.21000000000001,869.185,0.00045,6.0,3.0,0.0,0.0,1.0,1.0,0.0,1146.36,71.0,5e-05
鈺齊-KY,運動休閒,合併財務報表之母子公司,,N,中國和誠廠、柬埔寨齊鼎廠、越南鈺齊廠,N,中國和誠廠、柬埔寨齊鼎廠、越南鈺齊廠,N,中國和誠廠、柬埔寨齊鼎廠、越南鈺齊廠,N,,N,,合併財務報表之母子公司,合併財務報表之母子公司,合併財務報表之母子公司,,N,9802.0,606.0,501.5,561.0,476.5,0.6831,34.0,0.0205,618365.0,89.73235000000001,7.0,0.0493,4897.82,44626.22,869.185,3.3581499999999997,8.0,5.0,1.0,0.125,1.0,1.0,58.538,784.747,843.285,0.0026
寶成,運動休閒,本公司製鞋廠區,,N,本公司製鞋廠區,N,本公司製鞋廠區,印尼兩個製鞋工廠數據已取得ISO 14064外部驗證。,本公司製鞋廠區,印尼兩個製鞋工廠數據已取得ISO 14064外部驗證。,主要盤查成品鞋貨物下游運輸，與母公司員工航空差旅等兩個項目。,N,,本公司製鞋廠區,本公司製鞋廠區,本公司製鞋廠區,,N,9904.0,924.0,788.0,813.0,598.0,0.54,8.0,0.0026,14216800.0,2.53795,4.0,0.0596,13600.0,429400.0,7760.56,0.07975,9.0,3.0,2.0,0.22,1.0,1.0,5564.2,58873.0,64437.2,0.05415
豐泰,運動休閒,包含合併財務報表之母子公司,每雙鞋,N,包含合併財務報表之母子公司,N,包含合併財務報表之母子公司,N,包含合併財務報表之母子公司,N,包含合併財務報表之母子公司,N,每仟元美金產值,包含合併財務報表之母子公司,包含合併財務報表之母子公司,包含合併財務報表之母子公司,每仟元美金產值,N,9910.0,1321.0,1147.0,1154.0,862.0,0.423,68.0,0.0005,1657513.0,0.0133,5.0,0.0633,10021.0,214482.0,12.0,0.114,13.0,4.0,1.0,0.0769,1.0,1.0,3919.0,32098.0,36017.0,0.0183
美利達,運動休閒,僅母公司,營業額單位為佰萬元,N,僅母公司,N,僅母公司,N,僅母公司,N,僅母公司,N,營業額單位為佰萬元,僅母公司,僅母公司,僅母公司,營業額單位為佰萬元,依據行政院環境保護署及有關機關之標準方法進行採樣、檢測。,9914.0,1081.0,965.0,938.0,773.0,0.1622,15.0,0.012,118641.0,5.0626,3.0,0.0,1065.84,6807.2,1726.37,0.0455,13.0,4.0,3.0,0.23,0.98,1.0,0.0,2109.0,2109.0,0.09
巨大,運動休閒,僅母公司日南廠,單台,N,僅母公司日南廠,N,僅母公司日南廠,N,僅母公司日南廠,N,,N,單台,僅母公司日南廠,僅母公司日南廠,僅母公司日南廠,單台,N,9921.0,1030.0,894.0,875.0,710.0,0.3333,0.0,0.0,211100.0,0.0184,21.0,0.0,8600.0,20000.0,869.185,0.0333,11.0,3.0,1.0,0.0909,0.987,1.0,0.0,3585.0,3585.0,0.0042
首利,電子零組件業,,,N,,N,,N,,N,,N,,,,,,N,1471.0,1085.0,925.0,760.0,762.0,0.25,0.0,0.0,1535046.5,7.365,1.0,0.0005,1617.505,4899.99,33708.2,4.601699999999999,7.0,3.0,2.0,0.2857,0.8889,0.4286,1080.445,1665.9299999999998,6802.295,0.50305
信錦,電子零組件業,,,ISO 50001,,ISO 50001,,N,母公司,N,,N,,,,,,ISO 9001,1582.0,1189.0,1015.0,940.0,803.0,0.1522,0.0,0.0,215901.0,1.3052,3.0,0.175,14.797,201.0,635.125,0.005,7.0,4.0,1.0,0.1429,1.0,1.0,1002.0,83.35,1085.35,0.00225
川湖,電子零組件業,母公司,平方公尺產品表面積,N,,N,母公司及子公司川益科技(股)公司兩個廠區,N,母公司及子公司川益科技(股)公司兩個廠區,N,,N,營業額,母公司及子公司川益科技(股)公司兩個廠區,母公司及子公司川益科技(股)公司兩個廠區,母公司及子公司川益科技(股)公司兩個廠區,千組產品,ISO 14001,2059.0,836.0,705.0,766.0,678.0,0.2619,1.0,0.0016,54093.0,14.51,6.0,0.0,874.74,9598.98,9938.057999999999,0.0034,7.0,4.0,2.0,0.2857,1.0,0.5714,35.89,241.7,277.59,0.0161
台達電,電子零組件業,母公司及子公司之生產廠區,產值(單位：百萬美金),ISO 14001,母公司及關係企業之全球據點,ISO 50001,母公司及子公司之生產廠區,ISO 14064,母公司及子公司之生產廠區(Market-based),ISO 14064,母公司及子公司之生產廠區,ISO 14064,產值(單位：百萬美金),母公司及子公司之生產廠區,母公司及子公司之生產廠區,母公司及子公司之生產廠區,產值(單位：百萬美金),ISO 14001,2308.0,1621.0,1430.0,1525.0,1293.0,0.323,243.0,0.0277,4160237.89,415.57,43.0,0.5529,17807.71,133207.18,651556.48,15.08,10.0,4.0,1.0,0.1,1.0,1.0,4018.67,46042.24,50060.91,5.0
華通,電子零組件業,110年度,產品,N,,N,母公司,ISO 14064,母公司,ISO 14064,,N,產品,110年度,110年度,110年度,產品,N,2313.0,1017.0,855.0,889.0,793.0,0.125,32.0,0.0066,3016000.0,0.22,4.0,0.0,2360.27,121549.86,57.4606,9.2,9.0,3.0,1.0,0.1111,0.9556,0.3333,0.0,6.766,13327.0,0.99
楠梓電,電子零組件業,僅母公司,產品,N,,ISO 50001,僅母公司,ISO 14064,僅母公司,ISO 14064,,N,產品,僅母公司,僅母公司,僅母公司,產品,N,2316.0,631.0,518.0,552.0,527.0,0.17,9.0,0.0066,1674706.0,0.66,1.0,0.0,3107.3,56593.86,57.4606,0.0234,9.0,3.0,2.0,0.22,0.9259,1.0,2781.65,1189.52,3971.17,0.0016
國巨,電子零組件業,母公司,百萬營業額,N,母公司,N,母公司,ISO 14064,母公司,ISO 14064,母公司,ISO 14064,百萬營業額,母公司,母公司,母公司,百萬營業額,ISO 14001,2327.0,932.0,826.0,747.0,637.0,0.34,10.0,0.0025,362099.0,9.0,34.0,0.0,4489.59,120270.39,33744.4,3.1,9.0,3.0,0.0,0.0,0.8222,0.44,2125.0,3090.16,5215.16,0.13
廣宇,電子零組件業,母公司,百萬營業額,N,,N,母公司,N,母公司,N,,N,百萬營業額,母公司,母公司,母公司,百萬營業額,N,2328.0,1982.0,1655.0,1244.0,1185.0,0.2632,0.0,0.0,5512.0,0.0004,1.0,0.0,14.098,80.9167,57.4606,0.0077,7.0,3.0,0.0,0.0,0.98,0.29,0.0,11.264,11.264,0.0009
敬鵬,電子零組件業,母公司+ 子公司 敬鵬(常熟)電子有限公司,營業額,N,,N,母公司+ 子公司 敬鵬(常熟)電子有限公司,N,母公司+ 子公司 敬鵬(常熟)電子有限公司,N,,N,營業額,母公司+ 子公司 敬鵬(常熟)電子有限公司,母公司+ 子公司 敬鵬(常熟)電子有限公司,母公司+ 子公司 敬鵬(常熟)電子有限公司,公噸/ M2,ISO 14001,2355.0,787.0,673.0,672.0,601.0,0.235,27.0,0.0085,3873.96,153.13,1.0,0.0075,10012.12,187433.86,12450.035,7.81,9.0,3.0,2.0,0.2222,0.963,1.0,0.0,58.7,52336.43,0.0137
燿華,電子零組件業,僅母公司,產量,N,,ISO 50001,僅母公司,ISO 14064,僅母公司,ISO 14064,僅母公司,ISO 14064,產量,僅母公司,僅母公司,僅母公司,產量,N,2367.0,694.0,579.0,559.0,503.0,0.0178,3.0,0.0006,2070450.0,0.61,1.0,0.0,3721.08,105521.85,31552.08,0.04,7.0,3.0,1.0,0.1429,1.0,1.0,6782.0,2468.0,9250.0,0.003
金像電,電子零組件業,合併財務報表之母子公司,百萬元營業額,N,,ISO 50001,合併財務報表之母子公司,ISO 14064,合併財務報表之母子公司,ISO 14064,合併財務報表之母子公司,ISO 14064,百萬元營業額,母子公司,母子公司,母子公司,百萬元營業額,ISO 14001,2368.0,1000.0,848.0,765.0,623.0,0.2081,60.0,0.0081,7433736.0,279.0,4.0,0.0,45303.0,362505.0,33672.0,16.5923,9.0,3.0,3.0,0.3333,0.963,1.0,0.0,6.766,67852.0,2.55
凱美,電子零組件業,汙水處理站,,N,,N,子公司,N,子公司,N,,N,產品,,,,,N,2375.0,1639.0,1441.0,731.0,759.0,0.4,0.0,0.0,2525.25,180.7902,1.0,0.0,1192.11,8498.04,57.4606,9690.14,5.0,2.0,0.0,0.0,0.9231,0.4,0.0,14.98,14.98,84.94850000000001
台光電,電子零組件業,母公司,耗水量/總營收(單位:新台幣仟元),N,,N,母公司,ISO 14064,母公司,ISO 14064,母公司,ISO 14064,公噸CO2 e /總營收(新台幣仟元),母公司,母公司,母公司,,ISO 14001,2383.0,1309.0,1146.0,935.0,767.0,0.08,6.0,0.0058,101897.0,0.011,43.0,0.0,15679.43,25755.56,9707.91,0.0045,7.0,3.0,0.0,0.0,0.98,1.0,1824.63,6769.89,8594.52,0.023600000000000003
群光,電子零組件業,群光電子(含海外各廠區，不含子公司),營業額,ISO 50001,群光電子(含海外各廠區，不含子公司),ISO 50001,群光電子(含海外各廠區，不含子公司),ISO 14064,群光電子(含海外各廠區，不含子公司),ISO 14064,群光電子(含海外各廠區，不含子公司),ISO 14064,營業額,群光電子(含海外各廠區，不含子公司),群光電子(含海外各廠區，不含子公司),群光電子(含海外各廠區，不含子公司),營業額,ISO 14001,2385.0,2454.0,2212.0,1764.0,1482.0,0.0,21.0,0.0,1632816.64,1632816.64,16.0,0.1248,7273.24,90208.3,46738660.44,97481.54,8.0,3.0,1.0,0.125,0.975,1.0,1002.0,33.050000000000004,3986.07,3986.07
正崴,電子零組件業,合併財務報表之母子公司,,N,,ISO 50001,母公司及主要生產基地之子公司,ISO 14064,母公司及主要生產基地之子公司,ISO 14064,母公司及主要生產基地之子公司,ISO 14064,,合併財務報表之母子公司,合併財務報表之母子公司,合併財務報表之母子公司,,N,2392.0,1367.0,1163.0,1181.0,1034.0,0.1818,0.0,0.0,3365820.0,120.11,1.0,0.0,11802.0,234489.0,606.0,6.48015,9.0,3.0,1.0,0.1111,1.0,0.3333,93.6498,160.1216,253.7714,1.2349999999999999
毅嘉,電子零組件業,僅母公司,,N,,N,,N,,N,,N,,僅母公司,僅母公司,僅母公司,,ISO 14001,2402.0,802.0,688.0,509.0,455.0,0.2286,7.0,0.0321,108381.0,0.02425,1.0,0.0,12.8144,247.9819,7652.2029999999995,0.0051,7.0,3.0,1.0,0.1429,0.9714,0.7143,76.31,79.22,155.53,0.023600000000000003
環科,電子零組件業,母公司,,ISO14001,,N,,N,,N,,N,,母公司,母公司,母公司,,ISO 14001,2413.0,626.0,533.0,521.0,452.0,0.01,9.0,0.012,17800.0,3.5167,1.0,0.0,163.0,3295.25,670.4580000000001,1.03515,8.0,3.0,2.0,0.18,0.98,1.0,5.0,17.0,22.0,0.00045
錩新,電子零組件業,110年度,,N,,N,,N,,N,,N,,110年度,110年度,110年度,,N,2415.0,1665.0,1451.0,981.0,852.0,0.276,0.0,0.0,419571.0,77.305,2.0,0.0,12.8144,247.9819,57.4606,2.40015,7.0,3.0,1.0,0.142,0.96,0.56,2004.0,57.7,2061.7,0.2968
新巨,電子零組件業,母公司,百萬營業額,N,無,N,合併財務報表之母子公司,N,合併財務報表之母子公司,N,,N,百萬營業額,母公司,母公司,母公司,百萬營業額,N,2420.0,737.0,627.0,575.0,498.0,0.36,5.0,0.0087,18728.0,7.033,2.0,0.0,326.0,5188.0,670.4580000000001,2.07,7.0,2.0,0.0,0.0,0.9796,1.0,0.01,0.07,0.08,0.0
建準,電子零組件業,昆山廠/北海廠/高雄廠,,N,,N,以上數據揭露以集團生產據點為主。,N,以上數據揭露以集團生產據點為主。,N,,N,,,,,,N,2421.0,1002.0,797.0,857.0,686.0,0.2,566.0,0.0,3305000.0,120.11,1.0,0.0,1147.2,29239.71,57.4606,4.600149999999999,9.0,4.0,3.0,0.3333,0.9444,0.5556,0.0,6.766,6.766,1.2349999999999999
興勤,電子零組件業,母公司金屬用水,產品,N,,N,總公司+楠梓1廠+楠梓2廠,N,總公司+楠梓1廠+楠梓2廠,N,,N,產品,母公司金屬廢棄物產生量,母公司金屬廢棄物產生量,母公司金屬廢棄物產生量,產品,N,2428.0,1081.0,930.0,869.0,656.0,0.43,1.0,0.002,56870.0,0.013,3.0,0.0,141.477,6065.29,57.4606,0.0014,7.0,3.0,1.0,0.1429,0.9796,1.0,20.05,30.15,50.2,11.47
聯昌,電子零組件業,,,N,,N,,N,,N,,N,,,,,,N,2431.0,1076.0,892.0,817.0,721.0,0.0,0.0,0.0,241312.0,76.0065,1.0,0.0005,377.2385,17822.645,17267.4254,2.4007,10.0,3.0,2.0,0.002,0.9775,1.0,187.07500000000002,614.74,801.815,6.03
太空梭,電子零組件業,,,N,,N,,N,,N,,N,,,,,,N,2440.0,1334.0,1150.0,939.0,878.0,0.25,0.0,0.0,57064.0,76.0055,1.0,0.02625,13740.715,130122.28,5156.955,2.40225,7.0,3.0,1.0,0.1429,1.0,0.1429,912.315,3439.445,4351.76,6.03
飛宏,電子零組件業,合併財務報表之母子公司,人,N,合併財務報表之母子公司,N,合併財務報表之母子公司,N,合併財務報表之母子公司,N,,N,營業額,合併財務報表之母子公司,合併財務報表之母子公司,合併財務報表之母子公司,人,ISO 14001,2457.0,1116.0,936.0,873.0,744.0,0.2533,3.0,0.0055,425754.0,152.0,1.0,0.001,613.0,29580.0,57.4606,4.8,10.0,3.0,0.0,0.0,0.9024,1.0,354.1,1199.33,1553.43,0.59
建通,電子零組件業,,,N,,N,,N,,N,,N,,,,,,N,2460.0,822.0,690.0,675.0,594.0,0.0597,0.0,0.0,38201.48,89.425,1.0,0.0,5234.05,100471.69499999999,29365.7,6.38,7.0,3.0,0.0,0.0,0.9767,0.714,49.24,105.115,26322.53,0.06185
良得電,電子零組件業,,,N,,N,,N,,N,,N,,,,,,N,2462.0,1456.0,1239.0,993.0,883.0,0.2,0.0,0.0,57064.0,76.0055,1.0,0.02625,13740.715,130122.28,5156.955,4845.072249999999,9.0,3.0,1.0,0.1111,0.92,0.4444,912.315,3439.445,4351.76,6.03
志聖,電子零組件業,僅母公司,,N,,N,,N,,N,,N,,僅母公司,僅母公司,僅母公司,,N,2467.0,1367.0,1203.0,1097.0,921.0,0.1136,3.0,0.0081,12231.0,3.5167,1.0,0.0,12.8144,247.9819,57.4606,1.03515,7.0,3.0,0.0,0.0,1.0,0.14,0.0,109.0,109.0,0.00045
立隆電,電子零組件業,合併,,N,,N,,N,,N,,N,,,,,,N,2472.0,1578.0,1361.0,1086.0,1028.0,0.57,0.0,0.0,2597820.0,0.11120000000000001,4.0,0.0,12.8144,247.9819,57.4606,0.13415000000000002,7.0,2.0,0.0,0.0,1.0,1.0,0.0,6.766,6.766,0.5
